,ID,Outcome
1911,6514,no
1912,6515,no
1913,6521,no
1914,6526,no
1915,6531,no
1916,6541,no
1917,6545,no
1918,6546,no
1919,6558,no
1920,6559,no
1921,6560,no
1922,6562,no
1923,6572,no
1924,6573,no
1925,6581,no
1926,6583,no
1927,6584,no
1928,6588,no
1929,6590,no
1930,6612,no
1931,6614,no
1932,6617,no
1933,6620,no
1934,6623,no
1935,6624,no
1936,6625,no
1937,6631,no
1938,6632,no
1939,6633,no
1940,6637,no
1941,6640,no
1942,6642,no
1943,6650,no
1944,6657,no
1945,6659,no
1946,6660,no
1947,6661,no
1948,6668,no
1949,6669,no
1950,6670,no
1951,6676,no
1952,6678,no
1953,6683,no
1954,6685,no
1955,6686,no
1956,6688,no
1957,6692,no
1958,6694,no
1959,6696,no
1960,6697,no
1961,6698,no
1962,6701,no
1963,6704,no
1964,6712,no
1965,6716,no
1966,6718,no
1967,6720,no
1968,6721,no
1969,6723,no
1970,6732,no
1971,6734,no
1972,6736,no
1973,6737,no
1974,6742,no
1975,6748,no
1976,6751,no
1977,6753,no
1978,6760,no
1979,6761,no
1980,6767,no
1981,6771,no
1982,6774,no
1983,6775,no
1984,6781,no
1985,6794,no
1986,6798,no
1987,6800,no
1988,6803,no
1989,6808,no
1990,6811,no
1991,6817,no
1992,6819,no
1993,6820,no
1994,6822,no
1995,6823,no
1996,6841,no
1997,6848,no
1998,6850,no
1999,6852,no
2000,6853,no
2001,6854,no
2002,6855,no
2003,6857,no
2004,6860,no
2005,6864,no
2006,6873,no
2007,6875,no
2008,6885,no
2009,6888,no
2010,6890,no
2011,6892,no
2012,6894,no
2013,6898,no
2014,6899,no
2015,6900,no
2016,6904,no
2017,6906,no
2018,6907,no
2019,6908,no
2020,6917,no
2021,6920,no
2022,6922,no
2023,6926,no
2024,6929,no
2025,6932,no
2026,6938,no
2027,6941,no
2028,6948,no
2029,6950,no
2030,6952,no
2031,6959,no
2032,6960,no
2033,6964,no
2034,6965,no
2035,6966,no
2036,6973,no
2037,6976,no
2038,6977,no
2039,6978,no
2040,6987,no
2041,6993,no
2042,6994,no
2043,6999,no
2044,7006,no
2045,7007,no
2046,7008,no
2047,7018,no
2048,7021,no
2049,7026,no
2050,7027,no
2051,7031,no
2052,7032,no
2053,7033,no
2054,7034,no
2055,7036,no
2056,7038,no
2057,7047,no
2058,7049,no
2059,7050,no
2060,7051,no
2061,7054,no
2062,7059,no
2063,7062,no
2064,7064,no
2065,7068,no
2066,7069,no
2067,7070,no
2068,7073,no
2069,7074,no
2070,7077,no
2071,7084,no
2072,7088,no
2073,7091,no
2074,7093,no
2075,7099,no
2076,7100,no
2077,7101,no
2078,7102,no
2079,7104,no
2080,7109,no
2081,7111,no
2082,7113,no
2083,7118,no
2084,7119,no
2085,7126,no
2086,7128,no
2087,7129,no
2088,7132,no
2089,7134,no
2090,7135,no
2091,7141,no
2092,7148,no
2093,7152,no
2094,7155,no
2095,7161,no
2096,7163,no
2097,7165,no
2098,7168,no
2099,7169,no
2100,7171,no
2101,7176,no
2102,7180,no
2103,7186,no
2104,7188,no
2105,7189,no
2106,7192,no
2107,7195,no
2108,7200,no
2109,7201,no
2110,7207,no
2111,7209,no
2112,7213,no
2113,7217,no
2114,7219,no
2115,7222,no
2116,7223,no
2117,7224,no
2118,7226,no
2119,7230,no
2120,7234,no
2121,7243,no
2122,7246,no
2123,7247,no
2124,7252,no
2125,7257,no
2126,7261,no
2127,7265,no
2128,7269,no
2129,7273,no
2130,7278,no
2131,7284,no
2132,7286,no
2133,7288,no
2134,7289,no
2135,7294,no
2136,7295,no
2137,7298,no
2138,7299,no
2139,7302,no
2140,7306,no
2141,7307,no
2142,7311,no
2143,7314,no
2144,7317,no
2145,7321,no
2146,7325,no
2147,7326,no
2148,7329,no
2149,7332,no
2150,7333,no
2151,7335,no
2152,7342,no
2153,7343,no
2154,7345,no
2155,7346,no
2156,7357,no
2157,7359,no
2158,7361,no
2159,7364,no
2160,7367,no
2161,7371,no
2162,7372,no
2163,7375,no
2164,7385,no
2165,7389,no
2166,7390,no
2167,7391,no
2168,7392,no
2169,7394,no
2170,7396,no
2171,7398,no
2172,7399,no
2173,7402,no
2174,7407,no
2175,7410,no
2176,7411,no
2177,7415,no
2178,7417,no
2179,7419,no
2180,7423,no
2181,7427,no
2182,7428,no
2183,7432,no
2184,7433,no
2185,7435,no
2186,7436,no
2187,7437,no
2188,7439,no
2189,7440,no
2190,7444,no
2191,7453,no
2192,7454,no
2193,7455,no
2194,7462,no
2195,7469,no
2196,7471,no
2197,7473,no
2198,7478,no
2199,7482,no
2200,7485,no
2201,7487,no
2202,7492,no
2203,7497,no
2204,7508,no
2205,7512,no
2206,7514,no
2207,7515,no
2208,7518,no
2209,7519,no
2210,7520,no
2211,7521,no
2212,7524,no
2213,7525,no
2214,7527,no
2215,7530,no
2216,7531,no
2217,7535,no
2218,7541,no
2219,7548,no
2220,7553,no
2221,7554,no
2222,7555,no
2223,7557,no
2224,7564,no
2225,7565,no
2226,7566,no
2227,7571,no
2228,7573,no
2229,7576,no
2230,7580,no
2231,7583,no
2232,7584,no
2233,7585,no
2234,7588,no
2235,7590,no
2236,7592,no
2237,7611,no
2238,7613,no
2239,7625,no
2240,7626,no
2241,7631,no
2242,7637,no
2243,7639,no
2244,7640,no
2245,7646,no
2246,7650,no
2247,7652,no
2248,7654,no
2249,7655,no
2250,7657,no
2251,7661,no
2252,7663,no
2253,7676,no
2254,7678,no
2255,7680,no
2256,7683,no
2257,7687,no
2258,7689,no
2259,7690,no
2260,7692,no
2261,7693,no
2262,7695,no
2263,7700,no
2264,7701,no
2265,7704,no
2266,7706,no
2267,7707,no
2268,7710,no
2269,7712,no
2270,7715,no
2271,7717,no
2272,7718,no
2273,7722,no
2274,7724,no
2275,7737,no
2276,7738,no
2277,7740,no
2278,7741,no
2279,7742,no
2280,7747,no
2281,7748,no
2282,7759,no
2283,7761,no
2284,7764,no
2285,7766,no
2286,7768,no
2287,7776,no
2288,7779,no
2289,7780,no
2290,7781,no
2291,7783,no
2292,7784,no
2293,7786,no
2294,7794,no
2295,7796,no
2296,7809,no
2297,7812,no
2298,7814,no
2299,7815,no
2300,7819,no
2301,7823,no
2302,7831,no
2303,7834,no
2304,7840,no
2305,7843,no
2306,7847,no
2307,7848,no
2308,7858,no
2309,7859,no
2310,7861,no
2311,7862,no
2312,7868,no
2313,7870,no
2314,7873,no
2315,7875,no
2316,7880,no
2317,7882,no
2318,7883,no
2319,7886,no
2320,7890,no
2321,7910,no
2322,7912,no
2323,7929,no
2324,7931,no
2325,7932,no
2326,7939,no
2327,7943,no
2328,7950,no
2329,7956,no
2330,7959,no
2331,7962,no
2332,7963,no
2333,7964,no
2334,7969,no
2335,7970,no
2336,7971,no
2337,7977,no
2338,7982,no
2339,7983,no
2340,7984,no
2341,7989,no
2342,7996,no
2343,7998,no
2344,8001,no
2345,8002,no
2346,8012,no
2347,8018,no
2348,8019,no
2349,8020,no
2350,8027,no
2351,8032,no
2352,8037,no
2353,8039,no
2354,8040,no
2355,8047,no
2356,8048,no
2357,8049,no
2358,8052,no
2359,8054,no
2360,8060,no
2361,8061,no
2362,8069,no
2363,8070,no
2364,8074,no
2365,8075,no
2366,8079,no
2367,8081,no
2368,8089,no
2369,8094,no
2370,8097,no
2371,8099,no
2372,8103,no
2373,8106,no
2374,8119,no
2375,8120,no
2376,8121,no
2377,8123,no
2378,8125,no
2379,8129,no
2380,8132,no
2381,8137,no
2382,8163,no
2383,8164,no
2384,8170,no
2385,8172,no
2386,8175,no
2387,8178,no
2388,8181,no
2389,8184,no
2390,8186,no
2391,8190,no
2392,8191,no
2393,8196,no
2394,8206,no
2395,8207,no
2396,8211,no
2397,8217,no
2398,8218,no
2399,8224,no
2400,8225,no
2401,8229,no
2402,8230,no
2403,8231,no
2404,8234,no
2405,8237,no
2406,8238,no
2407,8243,no
2408,8246,no
2409,8247,no
2410,8250,no
2411,8256,no
2412,8257,no
2413,8263,no
2414,8268,no
2415,8272,no
2416,8277,no
2417,8278,no
2418,8281,no
2419,8283,no
2420,8286,no
2421,8287,no
2422,8295,no
2423,8300,no
2424,8301,no
2425,8303,no
2426,8304,no
2427,8307,no
2428,8314,no
2429,8315,no
2430,8319,no
2431,8325,no
2432,8328,no
2433,8330,no
2434,8331,no
2435,8338,no
2436,8339,no
2437,8343,no
2438,8345,no
2439,8346,no
2440,8353,no
2441,8355,no
2442,8359,no
2443,8366,no
2444,8368,no
2445,8369,no
2446,8371,no
2447,8374,no
2448,8379,no
2449,8384,no
2450,8386,no
2451,8388,no
2452,8389,no
2453,8390,no
2454,8395,no
2455,8396,no
2456,8397,no
2457,8400,no
2458,8403,no
2459,8405,no
2460,8409,no
2461,8414,no
2462,8419,no
2463,8423,no
2464,8426,no
2465,8431,no
2466,8432,no
2467,8434,no
2468,8435,no
2469,8437,no
2470,8443,no
2471,8444,no
2472,8446,no
2473,8448,no
2474,8453,no
2475,8454,no
2476,8461,no
2477,8462,no
2478,8463,no
2479,8468,no
2480,8469,no
2481,8479,no
2482,8481,no
2483,8485,no
2484,8490,no
2485,8491,no
2486,8493,no
2487,8497,no
2488,8498,no
2489,8501,no
2490,8505,no
2491,8507,no
2492,8510,no
2493,8514,no
2494,8516,no
2495,8526,no
2496,8528,no
2497,8533,no
2498,8534,no
2499,8536,no
2500,8540,no
2501,8545,no
2502,8555,no
2503,8556,no
2504,8566,no
2505,8578,no
2506,8579,no
2507,8580,no
2508,8584,no
2509,8585,no
2510,8592,no
2511,8593,no
2512,8594,no
2513,8596,no
2514,8611,no
2515,8614,no
2516,8615,no
2517,8619,no
2518,8626,no
2519,8628,no
2520,8629,no
2521,8631,no
2522,8634,no
2523,8636,no
2524,8640,no
2525,8648,no
2526,8649,no
2527,8651,no
2528,8653,no
2529,8660,no
2530,8661,no
2531,8663,no
2532,8670,no
2533,8672,no
2534,8677,no
2535,8680,no
2536,8681,no
2537,8687,no
2538,8691,no
2539,8697,no
2540,8701,no
2541,8704,no
2542,8712,no
2543,8716,no
2544,8718,no
2545,8721,no
2546,8722,no
2547,8727,no
2548,8732,no
2549,8733,no
2550,8734,no
2551,8739,no
2552,8742,no
2553,8746,no
2554,8747,no
2555,8748,no
2556,8751,no
2557,8752,no
2558,8755,no
2559,8760,no
2560,8764,no
2561,8767,no
2562,8769,no
2563,8772,no
2564,8775,no
2565,8776,no
2566,8783,no
2567,8784,no
2568,8799,no
2569,8804,no
2570,8808,no
2571,8811,no
2572,8812,no
2573,8813,no
2574,8815,no
2575,8817,no
2576,8819,no
2577,8820,no
2578,8826,no
2579,8829,no
2580,8831,no
2581,8836,no
2582,8845,no
2583,8846,no
2584,8853,no
2585,8855,no
2586,8862,no
2587,8867,no
2588,8872,no
2589,8873,no
2590,8876,no
2591,8877,no
2592,8878,no
2593,8879,no
2594,8880,no
2595,8882,no
2596,8883,no
2597,8884,no
2598,8885,no
2599,8889,no
2600,8890,no
2601,8894,no
2602,8896,no
2603,8913,no
2604,8915,no
2605,8916,no
2606,8921,no
2607,8923,no
2608,8925,no
2609,8926,no
2610,8927,no
2611,8930,no
2612,8932,no
2613,8934,no
2614,8935,no
2615,8943,no
2616,8950,no
2617,8952,no
2618,8954,no
2619,8961,no
2620,8962,no
2621,8979,no
2622,8983,no
2623,8984,no
2624,8987,no
2625,8988,no
2626,8994,no
2627,8995,no
2628,8996,no
2629,8998,no
2630,9004,no
2631,9005,no
2632,9012,no
2633,9017,no
2634,9018,no
2635,9019,no
2636,9023,no
2637,9028,no
2638,9030,no
2639,9033,no
2640,9035,no
2641,9038,no
2642,9040,no
2643,9042,no
2644,9044,no
2645,9048,no
2646,9049,no
2647,9056,no
2648,9064,no
2649,9065,no
2650,9071,no
2651,9072,no
2652,9073,no
2653,9074,no
2654,9076,no
2655,9090,no
2656,9091,no
2657,9094,no
2658,9106,no
2659,9109,no
2660,9111,no
2661,9115,no
2662,9120,no
2663,9122,no
2664,9123,no
2665,9124,no
2666,9125,no
2667,9134,no
2668,9136,no
2669,9145,no
2670,9146,no
2671,9148,no
2672,9166,no
2673,9168,no
2674,9169,no
2675,9176,no
2676,9177,no
2677,9178,no
2678,9182,no
2679,9184,no
2680,9186,no
2681,9187,no
2682,9188,no
2683,9189,no
2684,9190,no
2685,9191,no
2686,9192,no
2687,9197,no
2688,9199,no
2689,9202,no
2690,9206,no
2691,9207,no
2692,9209,no
2693,9213,no
2694,9218,no
2695,9219,no
2696,9225,no
2697,9226,no
2698,9232,no
2699,9238,no
2700,9241,no
2701,9244,no
2702,9246,no
2703,9250,no
2704,9256,no
2705,9260,no
2706,9262,no
2707,9265,no
2708,9268,no
2709,9272,no
2710,9275,no
2711,9285,no
2712,9287,no
2713,9288,no
2714,9289,no
2715,9290,no
2716,9292,no
2717,9296,no
2718,9298,no
2719,9300,no
2720,9302,no
2721,9307,no
2722,9308,no
2723,9311,no
2724,9315,no
2725,9316,no
2726,9319,no
2727,9323,no
2728,9329,no
2729,9336,no
2730,9345,no
2731,9346,no
2732,9350,no
2733,9354,no
2734,9356,no
2735,9357,no
2736,9358,no
2737,9362,no
2738,9364,no
2739,9365,no
2740,9374,no
2741,9375,no
2742,9380,no
2743,9381,no
2744,9383,no
2745,9388,no
2746,9391,no
2747,9392,no
2748,9395,no
2749,9398,no
2750,9401,no
2751,9402,no
2752,9403,no
2753,9409,no
2754,9411,no
2755,9415,no
2756,9418,no
2757,9421,no
2758,9427,no
2759,9432,no
2760,9437,no
2761,9447,no
2762,9453,no
2763,9455,no
2764,9457,no
2765,9458,no
2766,9459,no
2767,9462,no
2768,9470,no
2769,9474,no
2770,9475,no
2771,9479,no
2772,9489,no
2773,9490,no
2774,9498,no
2775,9501,no
2776,9503,no
2777,9508,no
2778,9514,no
2779,9519,no
2780,9521,no
2781,9535,no
2782,9537,no
2783,9538,no
2784,9540,no
2785,9548,no
2786,9549,no
2787,9550,no
2788,9556,no
2789,9562,no
2790,9564,no
2791,9567,no
2792,9570,no
2793,9572,no
2794,9577,no
2795,9579,no
2796,9592,no
2797,9593,no
2798,9596,no
2799,9607,no
2800,9608,no
2801,9609,no
2802,9610,no
2803,9611,no
2804,9612,no
2805,9617,no
2806,9621,no
2807,9622,no
2808,9625,no
2809,9627,no
2810,9631,no
2811,9632,no
2812,9636,no
2813,9637,no
2814,9640,no
2815,9641,no
2816,9644,no
2817,9645,no
2818,9646,no
2819,9647,no
2820,9649,no
2821,9653,no
2822,9659,no
2823,9662,no
2824,9666,no
2825,9667,no
2826,9671,no
2827,9677,no
2828,9678,no
2829,9680,no
2830,9681,no
2831,9685,no
2832,9687,no
2833,9688,no
2834,9690,no
2835,9692,no
2836,9699,no
2837,9702,no
2838,9703,no
2839,9704,no
2840,9706,no
2841,9708,no
2842,9711,no
2843,9713,no
2844,9716,no
2845,9723,no
2846,9727,no
2847,9731,no
2848,9737,no
2849,9738,no
2850,9742,no
2851,9758,no
2852,9759,no
2853,9760,no
2854,9761,no
2855,9763,no
2856,9765,no
2857,9766,no
2858,9774,no
2859,9776,no
2860,9779,no
2861,9780,no
2862,9781,no
2863,9784,no
2864,9788,no
2865,9792,no
2866,9804,no
2867,9808,no
2868,9813,no
2869,9814,no
2870,9819,no
2871,9830,no
2872,9831,no
2873,9832,no
2874,9833,no
2875,9835,no
2876,9836,no
2877,9837,no
2878,9839,no
2879,9842,no
2880,9843,no
2881,9844,no
2882,9846,no
2883,9848,no
2884,9853,no
2885,9857,no
2886,9861,no
2887,9862,no
2888,9867,no
2889,9869,no
2890,9873,no
2891,9875,no
2892,9878,no
2893,9895,no
2894,9896,no
2895,9897,no
2896,9898,no
2897,9900,no
2898,9903,no
2899,9905,no
2900,9907,no
2901,9919,no
2902,9923,no
2903,9925,no
2904,9926,no
2905,9927,no
2906,9929,no
2907,9931,no
2908,9932,no
2909,9935,no
2910,9936,no
2911,9939,no
2912,9941,no
2913,9950,no
2914,9955,no
2915,9959,no
2916,9966,no
2917,9968,no
2918,9971,no
2919,9973,no
2920,9974,no
2921,9979,no
2922,9984,no
2923,9987,no
2924,9988,no
2925,9999,no
2926,10001,no
2927,10010,no
2928,10011,no
2929,10015,no
2930,10017,no
2931,10018,no
2932,10020,no
2933,10022,no
2934,10023,no
2935,10024,no
2936,10026,no
2937,10034,no
2938,10038,no
2939,10042,no
2940,10044,no
2941,10048,no
2942,10051,no
2943,10055,no
2944,10056,no
2945,10057,no
2946,10061,no
2947,10063,no
2948,10066,no
2949,10070,no
2950,10071,no
2951,10074,no
2952,10077,no
2953,10082,no
2954,10085,no
2955,10090,no
2956,10094,no
2957,10104,no
2958,10111,no
2959,10116,no
2960,10117,no
2961,10118,no
2962,10119,no
2963,10120,no
2964,10121,no
2965,10129,no
2966,10130,no
2967,10132,no
2968,10133,no
2969,10138,no
2970,10141,no
2971,10145,no
2972,10146,no
2973,10147,no
2974,10150,no
2975,10151,no
2976,10157,no
2977,10159,no
2978,10160,no
2979,10163,no
2980,10166,no
2981,10167,no
2982,10170,no
2983,10174,no
2984,10175,no
2985,10177,no
2986,10178,no
2987,10180,no
2988,10184,no
2989,10187,no
2990,10196,no
2991,10199,no
2992,10200,no
2993,10207,no
2994,10215,no
2995,10221,no
2996,10224,no
2997,10227,no
2998,10229,no
2999,10230,no
3000,10234,no
3001,10236,no
3002,10237,no
3003,10239,no
3004,10242,no
3005,10253,no
3006,10255,no
3007,10257,no
3008,10258,no
3009,10259,no
3010,10261,no
3011,10263,no
3012,10266,no
3013,10267,no
3014,10273,no
3015,10274,no
3016,10276,no
3017,10279,no
3018,10282,no
3019,10293,no
3020,10299,no
3021,10300,no
3022,10304,no
3023,10306,no
3024,10308,no
3025,10311,no
3026,10313,no
3027,10314,no
3028,10319,no
3029,10324,no
3030,10325,no
3031,10330,no
3032,10332,no
3033,10335,no
3034,10338,no
3035,10341,no
3036,10344,no
3037,10347,no
3038,10348,no
3039,10351,no
3040,10354,no
3041,10356,no
3042,10357,no
3043,10358,no
3044,10359,no
3045,10365,no
3046,10366,no
3047,10369,no
3048,10380,no
3049,10383,no
3050,10384,no
3051,10385,no
3052,10386,no
3053,10389,no
3054,10391,no
3055,10393,no
3056,10396,no
3057,10403,no
3058,10405,no
3059,10406,no
3060,10411,no
3061,10412,no
3062,10414,no
3063,10423,no
3064,10425,no
3065,10426,no
3066,10432,no
3067,10433,no
3068,10440,no
3069,10446,no
3070,10447,no
3071,10449,no
3072,10451,no
3073,10452,no
3074,10456,no
3075,10458,no
3076,10464,no
3077,10465,no
3078,10467,no
3079,10469,no
3080,10472,no
3081,10480,no
3082,10481,no
3083,10485,no
3084,10489,no
3085,10491,no
3086,10493,no
3087,10498,no
3088,10507,no
3089,10511,no
3090,10517,no
3091,10520,no
3092,10521,no
3093,10526,no
3094,10528,no
3095,10529,no
3096,10530,no
3097,10537,no
3098,10540,no
3099,10542,no
3100,10543,no
3101,10548,no
3102,10552,no
3103,10556,no
3104,10557,no
3105,10558,no
3106,10566,no
3107,10567,no
3108,10568,no
3109,10571,no
3110,10575,no
3111,10577,no
3112,10580,no
3113,10586,no
3114,10590,no
3115,10596,no
3116,10598,no
3117,10600,no
3118,10604,no
3119,10609,no
3120,10616,no
3121,10621,no
3122,10623,no
3123,10625,no
3124,10627,no
3125,10629,no
3126,10632,no
3127,10636,no
3128,10637,no
3129,10640,no
3130,10641,no
3131,10647,no
3132,10648,no
3133,10652,no
3134,10654,no
3135,10661,no
3136,10663,no
3137,10671,no
3138,10672,no
3139,10673,no
3140,10678,no
3141,10682,no
3142,10688,no
3143,10689,no
3144,10690,no
3145,10691,no
3146,10696,no
3147,10701,no
3148,10702,no
3149,10707,no
3150,10712,no
3151,10714,no
3152,10717,no
3153,10720,no
3154,10722,no
3155,10723,no
3156,10725,no
3157,10726,no
3158,10728,no
3159,10729,no
3160,10733,no
3161,10734,no
3162,10740,no
3163,10741,no
3164,10748,no
3165,10749,no
3166,10752,no
3167,10761,no
3168,10766,no
3169,10767,no
3170,10768,no
3171,10770,no
3172,10772,no
3173,10784,no
3174,10785,no
3175,10788,no
3176,10792,no
3177,10794,no
3178,10799,no
3179,10800,no
3180,10805,no
3181,10806,no
3182,10809,no
3183,10813,no
3184,10815,no
3185,10816,no
3186,10817,no
3187,10818,no
3188,10823,no
3189,10830,no
3190,10832,no
3191,10833,no
3192,10835,no
3193,10838,no
3194,10841,no
3195,10842,no
3196,10844,no
3197,10848,no
3198,10850,no
3199,10851,no
3200,10852,no
3201,10853,no
3202,10861,no
3203,10862,no
3204,10871,no
3205,10873,no
3206,10874,no
3207,10875,no
3208,10877,no
3209,10886,no
3210,10888,no
3211,10889,no
3212,10891,no
3213,10894,no
3214,10900,no
3215,10901,no
3216,10902,no
3217,10905,no
3218,10907,no
3219,10914,no
3220,10919,no
3221,10920,no
3222,10921,no
3223,10922,no
3224,10925,no
3225,10926,no
3226,10932,no
3227,10935,no
3228,10941,no
3229,10947,no
3230,10949,no
3231,10951,no
3232,10955,no
3233,10956,no
3234,10957,no
3235,10958,no
3236,10962,no
3237,10963,no
3238,10964,no
3239,10971,no
3240,10975,no
3241,10978,no
3242,10980,no
3243,10990,no
3244,10994,no
3245,10997,no
3246,10998,no
3247,10999,no
3248,11001,no
3249,11006,no
3250,11008,no
3251,11010,no
3252,11016,no
3253,11025,no
3254,11028,no
3255,11034,no
3256,11041,no
3257,11043,no
3258,11047,no
3259,11048,no
3260,11050,no
3261,11053,no
3262,11054,no
3263,11057,no
3264,11060,no
3265,11061,no
3266,11065,no
3267,11066,no
3268,11070,no
3269,11071,no
3270,11074,no
3271,11075,no
3272,11078,no
3273,11082,no
3274,11085,no
3275,11086,no
3276,11087,no
3277,11088,no
3278,11095,no
3279,11098,no
3280,11104,no
3281,11107,no
3282,11125,no
3283,11126,no
3284,11128,no
3285,11130,no
3286,11131,no
3287,11133,no
3288,11134,no
3289,11142,no
3290,11143,no
3291,11149,no
3292,11150,no
3293,11151,no
3294,11152,no
3295,11154,no
3296,11160,no
3297,11169,no
3298,11171,no
3299,11173,no
3300,11176,no
3301,11183,no
3302,11184,no
3303,11194,no
3304,11199,no
3305,11200,no
3306,11201,no
3307,11208,no
3308,11216,no
3309,11224,no
3310,11226,no
3311,11239,no
3312,11241,no
3313,11242,no
3314,11243,no
3315,11245,no
3316,11249,no
3317,11257,no
3318,11260,no
3319,11264,no
3320,11266,no
3321,11267,no
3322,11268,no
3323,11269,no
3324,11272,no
3325,11275,no
3326,11280,no
3327,11285,no
3328,11287,no
3329,11288,no
3330,11290,no
3331,11291,no
3332,11292,no
3333,11293,no
3334,11295,no
3335,11299,no
3336,11302,no
3337,11310,no
3338,11312,no
3339,11315,no
3340,11316,no
3341,11318,no
3342,11323,no
3343,11332,no
3344,11335,no
3345,11340,no
3346,11343,no
3347,11345,no
3348,11349,no
3349,11352,no
3350,11356,no
3351,11357,no
3352,11364,no
3353,11365,no
3354,11367,no
3355,11368,no
3356,11369,no
3357,11370,no
3358,11373,no
3359,11374,no
3360,11378,no
3361,11379,no
3362,11383,no
3363,11386,no
3364,11388,no
3365,11390,no
3366,11395,no
3367,11399,no
3368,11401,no
3369,11402,no
3370,11410,no
3371,11412,no
3372,11415,no
3373,11416,no
3374,11419,no
3375,11420,no
3376,11430,no
3377,11441,no
3378,11442,no
3379,11446,no
3380,11453,no
3381,11459,no
3382,11462,no
3383,11465,no
3384,11466,no
3385,11471,no
3386,11478,no
3387,11482,no
3388,11483,no
3389,11485,no
3390,11488,no
3391,11490,no
3392,11492,no
3393,11493,no
3394,11496,no
3395,11498,no
3396,11500,no
3397,11503,no
3398,11506,no
3399,11508,no
3400,11509,no
3401,11513,no
3402,11515,no
3403,11516,no
3404,11523,no
3405,11532,no
3406,11536,no
3407,11537,no
3408,11538,no
3409,11544,no
3410,11546,no
3411,11550,no
3412,11552,no
3413,11555,no
3414,11564,no
3415,11566,no
3416,11569,no
3417,11574,no
3418,11575,no
3419,11578,no
3420,11580,no
3421,11581,no
3422,11583,no
3423,11584,no
3424,11587,no
3425,11588,no
3426,11594,no
3427,11597,no
3428,11598,no
3429,11600,no
3430,11602,no
3431,11603,no
3432,11616,no
3433,11625,no
3434,11635,no
3435,11637,no
3436,11642,no
3437,11647,no
3438,11662,no
3439,11664,no
3440,11665,no
3441,11666,no
3442,11671,no
3443,11675,no
3444,11676,no
3445,11678,no
3446,11682,no
3447,11683,no
3448,11688,no
3449,11692,no
3450,11693,no
3451,11694,no
3452,11696,no
3453,11705,no
3454,11708,no
3455,11710,no
3456,11711,no
3457,11712,no
3458,11714,no
3459,11716,no
3460,11717,no
3461,11723,no
3462,11728,no
3463,11732,no
3464,11739,no
3465,11746,no
3466,11747,no
3467,11756,no
3468,11757,no
3469,11759,no
3470,11761,no
3471,11762,no
3472,11764,no
3473,11765,no
3474,11767,no
3475,11770,no
3476,11771,no
3477,11773,no
3478,11779,no
3479,11781,no
3480,11793,no
3481,11796,no
3482,11805,no
3483,11812,no
3484,11818,no
3485,11821,no
3486,11824,no
3487,11830,no
3488,11848,no
3489,11850,no
3490,11859,no
3491,11863,no
3492,11865,no
3493,11866,no
3494,11868,no
3495,11869,no
3496,11876,no
3497,11878,no
3498,11879,no
3499,11886,no
3500,11892,no
3501,11895,no
3502,11896,no
3503,11897,no
3504,11904,no
3505,11906,no
3506,11910,no
3507,11911,no
3508,11917,no
3509,11921,no
3510,11924,no
3511,11925,no
3512,11926,no
3513,11927,no
3514,11928,no
3515,11930,no
3516,11931,no
3517,11935,no
3518,11948,no
3519,11951,no
3520,11952,no
3521,11958,no
3522,11959,no
3523,11960,no
3524,11962,no
3525,11963,no
3526,11969,no
3527,11971,no
3528,11973,no
3529,11974,no
3530,11989,no
3531,11990,no
3532,11991,no
3533,11996,no
3534,11997,no
3535,12001,no
3536,12004,no
3537,12008,no
3538,12010,no
3539,12027,no
3540,12029,no
3541,12032,no
3542,12034,no
3543,12037,no
3544,12039,no
3545,12040,no
3546,12044,no
3547,12045,no
3548,12046,no
3549,12049,no
3550,12050,no
3551,12051,no
3552,12053,no
3553,12054,no
3554,12060,no
3555,12068,no
3556,12072,no
3557,12076,no
3558,12079,no
3559,12080,no
3560,12084,no
3561,12098,no
3562,12102,no
3563,12105,no
3564,12109,no
3565,12111,no
3566,12121,no
3567,12126,no
3568,12128,no
3569,12129,no
3570,12133,no
3571,12134,no
3572,12137,no
3573,12138,no
3574,12141,no
3575,12149,no
3576,12152,no
3577,12162,no
3578,12164,no
3579,12165,no
3580,12166,no
3581,12167,no
3582,12169,no
3583,12172,no
3584,12173,no
3585,12174,no
3586,12176,no
3587,12177,no
3588,12181,no
3589,12182,no
3590,12185,no
3591,12186,no
3592,12188,no
3593,12190,no
3594,12192,no
3595,12193,no
3596,12194,no
3597,12198,no
3598,12200,no
3599,12202,no
3600,12206,no
3601,12210,no
3602,12211,no
3603,12212,no
3604,12213,no
3605,12215,no
3606,12217,no
3607,12218,no
3608,12223,no
3609,12230,no
3610,12233,no
3611,12237,no
3612,12238,no
3613,12240,no
3614,12243,no
3615,12244,no
3616,12246,no
3617,12248,no
3618,12249,no
3619,12260,no
3620,12263,no
3621,12264,no
3622,12265,no
3623,12269,no
3624,12272,no
3625,12274,no
3626,12275,no
3627,12276,no
3628,12277,no
3629,12279,no
3630,12280,no
3631,12291,no
3632,12292,no
3633,12294,no
3634,12298,no
3635,12301,no
3636,12305,no
3637,12306,no
3638,12312,no
3639,12315,no
3640,12316,no
3641,12322,no
3642,12325,no
3643,12326,no
3644,12328,no
3645,12330,no
3646,12331,no
3647,12334,no
3648,12340,no
3649,12343,no
3650,12349,no
3651,12351,no
3652,12352,no
3653,12353,no
3654,12354,no
3655,12357,no
3656,12358,no
3657,12360,no
3658,12369,no
