ID,Age,Job,Marital,Education,Default,Housing,Loan,Contact,Month,Day_Of_Week,Campaign,Pdays,Previous,Poutcome,Emp.Var.Rate,Cons.Price.Idx,Cons.Conf.Idx,Outcome
7089,39,blue-collar,married,high.school,,yes,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,no
7090,35,blue-collar,married,Other,,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7092,38,admin.,married,high.school,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7094,33,unemployed,divorced,Other,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7095,34,management,married,university.degree,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7096,31,blue-collar,married,Other,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,yes
7097,46,blue-collar,married,Other,,unknown,unknown,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7098,58,blue-collar,married,Other,,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,no
7103,34,services,divorced,professional.course,,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,no
7105,30,admin.,married,university.degree,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,no
7106,50,services,divorced,Other,,yes,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,no
7107,42,admin.,married,university.degree,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7108,45,blue-collar,married,Other,,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7110,59,blue-collar,married,Other,,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7112,49,technician,married,professional.course,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7114,30,blue-collar,single,Other,,yes,yes,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,no
7115,39,services,married,high.school,no,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7116,35,technician,single,Other,no,unknown,unknown,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7117,35,technician,married,university.degree,,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,no
7120,43,blue-collar,married,Other,no,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7121,29,services,single,high.school,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7122,56,blue-collar,married,Other,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7123,41,housemaid,married,university.degree,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,no
7124,47,services,divorced,high.school,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,no
7125,49,services,married,high.school,,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,no
7127,34,services,married,high.school,,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,no
7130,29,self-employed,married,university.degree,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,no
7131,34,management,married,professional.course,,no,no,telephone,may,thu,5,999,0,nonexistent,1.1,93.994,-36.4,no
7133,31,admin.,married,Other,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,no
7136,40,admin.,single,high.school,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,yes
7137,38,blue-collar,divorced,,no,no,no,telephone,may,thu,5,999,0,nonexistent,1.1,93.994,-36.4,no
7138,37,admin.,married,university.degree,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,yes
7139,37,technician,single,high.school,,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7140,36,admin.,married,university.degree,no,no,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7142,54,services,married,,no,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7143,34,services,divorced,Other,no,yes,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7144,49,blue-collar,married,,,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7145,42,self-employed,married,Other,no,yes,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7146,32,,,university.degree,no,yes,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7147,55,technician,married,professional.course,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7149,50,entrepreneur,married,Other,no,no,no,telephone,may,thu,6,999,0,nonexistent,1.1,93.994,-36.4,no
7150,31,blue-collar,married,Other,,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,no
7151,50,technician,divorced,Other,no,no,yes,telephone,may,thu,5,999,0,nonexistent,1.1,93.994,-36.4,no
7153,46,management,married,university.degree,,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7154,44,blue-collar,married,Other,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7156,30,blue-collar,married,university.degree,no,no,no,telephone,may,thu,13,999,0,nonexistent,1.1,93.994,-36.4,no
7157,54,technician,married,university.degree,,no,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,no
7158,54,retired,divorced,Other,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7159,24,services,single,high.school,no,yes,no,telephone,may,thu,7,999,0,nonexistent,1.1,93.994,-36.4,no
7160,45,self-employed,divorced,university.degree,no,yes,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,no
7162,39,blue-collar,divorced,,,no,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7164,31,admin.,married,high.school,,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7166,51,services,married,Other,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7167,48,housemaid,divorced,Other,,yes,yes,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,no
7170,37,blue-collar,single,professional.course,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7172,54,retired,married,Other,no,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7173,49,admin.,single,,,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7174,41,blue-collar,married,Other,,unknown,unknown,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7175,52,self-employed,single,university.degree,,yes,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,no
7177,30,blue-collar,married,Other,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,no
7178,42,admin.,married,high.school,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,no
7179,37,technician,single,university.degree,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7181,34,blue-collar,married,Other,no,yes,no,telephone,may,thu,5,999,0,nonexistent,1.1,93.994,-36.4,no
7182,49,management,married,Other,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7183,53,self-employed,married,Other,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7184,30,admin.,single,university.degree,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,no
7185,41,admin.,single,university.degree,,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,no
7187,55,housemaid,single,Other,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,no
7190,33,blue-collar,single,Other,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7191,33,admin.,married,high.school,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7193,39,services,married,Other,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7194,25,admin.,married,university.degree,no,yes,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,no
7196,37,unemployed,married,professional.course,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7197,34,technician,married,professional.course,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7198,32,blue-collar,married,Other,,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7199,38,services,single,high.school,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7202,45,admin.,married,Other,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7203,35,technician,single,university.degree,,yes,no,telephone,may,thu,15,999,0,nonexistent,1.1,93.994,-36.4,no
7204,31,blue-collar,married,Other,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7205,41,blue-collar,married,Other,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7206,29,self-employed,married,university.degree,no,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7208,50,blue-collar,married,Other,,yes,no,telephone,may,thu,5,999,0,nonexistent,1.1,93.994,-36.4,no
7210,50,admin.,married,Other,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7211,25,self-employed,single,university.degree,no,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7212,29,services,single,high.school,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,no
7214,33,self-employed,single,university.degree,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7215,41,technician,single,professional.course,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7216,44,blue-collar,divorced,Other,,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7218,38,admin.,single,Other,no,no,yes,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7220,35,blue-collar,married,Other,,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7221,52,unemployed,married,high.school,,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7225,53,services,married,high.school,,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7227,59,admin.,married,high.school,no,yes,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,no
7228,46,entrepreneur,married,professional.course,,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7229,57,self-employed,single,high.school,,no,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,no
7231,36,management,married,university.degree,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7232,37,admin.,married,university.degree,no,yes,no,telephone,may,thu,12,999,0,nonexistent,1.1,93.994,-36.4,no
7233,31,technician,married,professional.course,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7235,28,technician,married,high.school,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7236,52,blue-collar,married,Other,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7237,59,blue-collar,married,Other,,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7238,59,admin.,married,university.degree,no,yes,yes,telephone,may,thu,9,999,0,nonexistent,1.1,93.994,-36.4,no
7239,38,blue-collar,married,Other,,no,no,telephone,may,thu,6,999,0,nonexistent,1.1,93.994,-36.4,no
7240,25,services,single,,no,yes,yes,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7241,36,blue-collar,married,Other,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7242,58,housemaid,married,Other,,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7244,32,blue-collar,single,university.degree,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7245,27,student,single,high.school,,yes,no,telephone,may,thu,9,999,0,nonexistent,1.1,93.994,-36.4,no
7248,32,admin.,divorced,university.degree,no,yes,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,no
7249,37,admin.,single,university.degree,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,yes
7250,53,management,married,university.degree,,unknown,unknown,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7251,33,admin.,married,university.degree,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7253,40,blue-collar,married,Other,,no,no,telephone,may,thu,5,999,0,nonexistent,1.1,93.994,-36.4,no
7254,51,unemployed,married,Other,,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7255,39,blue-collar,married,Other,,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7256,42,blue-collar,married,Other,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7258,37,technician,married,university.degree,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7259,36,admin.,married,university.degree,no,yes,yes,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7260,35,blue-collar,married,Other,,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7262,33,services,single,high.school,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7263,29,admin.,married,university.degree,no,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7264,46,blue-collar,married,Other,,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7266,55,retired,married,university.degree,,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7267,42,admin.,single,university.degree,,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,yes
7268,48,services,married,high.school,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7270,56,management,divorced,Other,,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7271,48,technician,married,professional.course,,no,no,telephone,may,thu,7,999,0,nonexistent,1.1,93.994,-36.4,no
7272,40,technician,married,Other,,no,yes,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,no
7274,38,blue-collar,single,Other,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7275,41,blue-collar,married,professional.course,no,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7276,39,management,married,Other,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7277,45,admin.,married,Other,,no,yes,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7279,54,blue-collar,married,university.degree,no,no,yes,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,no
7280,29,services,single,Other,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7281,51,blue-collar,married,Other,no,no,no,telephone,may,thu,5,999,0,nonexistent,1.1,93.994,-36.4,no
7282,41,entrepreneur,married,Other,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7283,54,blue-collar,single,Other,no,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7285,54,admin.,married,university.degree,,no,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7287,36,admin.,divorced,high.school,no,yes,no,telephone,may,thu,5,999,0,nonexistent,1.1,93.994,-36.4,no
7290,58,retired,married,Other,,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,yes
7291,55,admin.,married,high.school,no,no,yes,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,no
7292,37,blue-collar,single,Other,,no,no,telephone,may,thu,5,999,0,nonexistent,1.1,93.994,-36.4,no
7293,55,technician,married,university.degree,no,yes,no,telephone,may,thu,9,999,0,nonexistent,1.1,93.994,-36.4,no
7296,27,services,single,professional.course,no,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7297,34,blue-collar,married,Other,no,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7300,51,blue-collar,divorced,Other,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7301,49,technician,married,Other,no,yes,no,telephone,may,thu,6,999,0,nonexistent,1.1,93.994,-36.4,no
7303,53,retired,married,Other,no,no,no,telephone,may,thu,23,999,0,nonexistent,1.1,93.994,-36.4,no
7304,53,housemaid,single,Other,,no,no,telephone,may,thu,15,999,0,nonexistent,1.1,93.994,-36.4,no
7305,59,management,married,Other,,yes,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,no
7308,37,services,married,high.school,,yes,yes,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7309,45,,married,,no,no,yes,telephone,may,thu,6,999,0,nonexistent,1.1,93.994,-36.4,no
7310,50,blue-collar,single,Other,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7312,28,services,single,high.school,no,no,no,telephone,may,thu,6,999,0,nonexistent,1.1,93.994,-36.4,no
7313,36,entrepreneur,married,university.degree,no,yes,no,telephone,may,thu,15,999,0,nonexistent,1.1,93.994,-36.4,no
7315,35,services,single,high.school,no,yes,yes,telephone,may,thu,7,999,0,nonexistent,1.1,93.994,-36.4,no
7316,26,technician,single,professional.course,no,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7318,32,blue-collar,married,Other,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7319,59,admin.,single,university.degree,no,yes,yes,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,no
7320,45,blue-collar,married,Other,,yes,no,telephone,may,thu,11,999,0,nonexistent,1.1,93.994,-36.4,no
7322,27,blue-collar,married,Other,,no,no,telephone,may,thu,7,999,0,nonexistent,1.1,93.994,-36.4,no
7323,48,admin.,divorced,high.school,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7324,59,blue-collar,married,Other,,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,no
7327,37,blue-collar,married,Other,no,no,no,telephone,may,fri,17,999,0,nonexistent,1.1,93.994,-36.4,no
7328,38,blue-collar,married,high.school,,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,no
7330,42,blue-collar,married,,,unknown,unknown,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,no
7331,57,technician,married,university.degree,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,no
7334,54,self-employed,married,professional.course,,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7336,34,entrepreneur,married,Other,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7337,44,blue-collar,married,high.school,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7338,42,services,married,professional.course,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7339,42,services,married,professional.course,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7340,58,blue-collar,married,Other,,yes,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7341,41,blue-collar,married,Other,,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7344,33,blue-collar,single,Other,no,yes,yes,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,no
7347,52,self-employed,married,university.degree,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,no
7348,31,technician,single,university.degree,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,no
7349,39,admin.,single,university.degree,,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7350,35,blue-collar,married,Other,,no,no,telephone,may,fri,6,999,0,nonexistent,1.1,93.994,-36.4,no
7351,28,services,married,high.school,no,yes,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,no
7352,32,blue-collar,single,Other,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7353,37,technician,single,university.degree,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,no
7354,36,blue-collar,single,Other,,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,no
7355,51,blue-collar,married,Other,no,yes,no,telephone,may,fri,9,999,0,nonexistent,1.1,93.994,-36.4,no
7356,34,admin.,married,high.school,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,no
7358,47,blue-collar,married,Other,no,no,no,telephone,may,fri,7,999,0,nonexistent,1.1,93.994,-36.4,no
7360,34,housemaid,divorced,high.school,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,yes
7362,35,blue-collar,divorced,Other,no,no,yes,telephone,may,fri,6,999,0,nonexistent,1.1,93.994,-36.4,no
7363,45,technician,married,professional.course,,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,no
7365,26,admin.,single,high.school,no,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,no
7366,36,admin.,single,university.degree,no,no,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,no
7368,30,admin.,married,high.school,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,no
7369,37,blue-collar,,Other,,no,yes,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,no
7370,35,blue-collar,single,Other,no,yes,no,telephone,may,fri,7,999,0,nonexistent,1.1,93.994,-36.4,no
7373,34,admin.,single,university.degree,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7374,28,blue-collar,single,Other,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,no
7376,39,admin.,married,university.degree,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7377,26,blue-collar,single,Other,no,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,no
7378,36,housemaid,married,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7379,35,admin.,single,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7380,33,self-employed,married,Other,no,no,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,no
7381,34,services,married,high.school,no,no,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7382,27,student,single,university.degree,,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,no
7383,41,admin.,single,high.school,no,no,yes,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,no
7384,34,blue-collar,married,Other,,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7386,34,unemployed,married,,no,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,no
7387,50,admin.,married,university.degree,no,yes,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,no
7388,25,blue-collar,married,Other,no,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,no
7393,32,unemployed,single,high.school,,yes,yes,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,no
7395,51,services,married,high.school,,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7397,49,services,married,high.school,no,yes,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7400,55,,married,,,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7401,38,admin.,single,university.degree,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7403,34,services,married,high.school,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7404,44,admin.,divorced,university.degree,,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7405,48,blue-collar,married,Other,no,yes,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,yes
7406,26,technician,married,Other,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7408,31,entrepreneur,married,Other,,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7409,58,housemaid,married,Other,,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,no
7412,37,technician,single,university.degree,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7413,37,technician,single,university.degree,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7414,35,services,single,high.school,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7416,34,services,married,high.school,no,no,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,no
7418,37,technician,married,professional.course,,unknown,unknown,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7420,30,admin.,married,university.degree,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,yes
7421,25,technician,single,professional.course,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7422,41,admin.,divorced,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7424,26,technician,married,professional.course,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7425,37,admin.,married,university.degree,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7426,44,management,divorced,Other,,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,no
7429,41,admin.,married,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7430,33,admin.,married,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7431,30,admin.,married,university.degree,no,yes,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7434,35,management,single,,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7438,43,blue-collar,divorced,Other,,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,yes
7441,45,blue-collar,divorced,Other,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7442,29,technician,married,professional.course,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
7443,36,housemaid,married,high.school,no,yes,yes,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,no
7445,25,blue-collar,married,Other,,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,yes
7446,27,admin.,single,high.school,,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,yes
7447,40,admin.,married,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,no
