Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDU59,2559.80132765,OUT035
FDU28,3057.48526964,OUT035
NCP30,670.157448085,OUT046
FDB39,923.689282389,OUT018
FDE41,1520.83452089,OUT013
DRH11,128.974790356,OUT010
FDA58,3859.29417535,OUT045
FDU50,1942.46091028,OUT046
FDM34,2027.86158116,OUT013
FDM44,2847.9557139,OUT027
FDR39,3057.48526964,OUT045
FDM25,2860.87493646,OUT045
FDQ49,2506.49674243,OUT049
DRH25,828.071266705,OUT018
FDM09,4267.95610119,OUT027
FDL44,380.440382987,OUT019
NCR42,659.67236522,OUT018
DRL59,887.698977421,OUT046
FDX43,2710.63890467,OUT013
DRK47,567.927510427,OUT010
FDU48,2027.86158116,OUT018
FDY12,739.498786901,OUT045
NCN43,2015.94812621,OUT018
NCM55,3056.01945942,OUT018
FDQ21,3009.3825825,OUT027
FDX13,4011.56535057,OUT035
NCK30,5848.53591723,OUT027
FDG20,2860.87493646,OUT049
DRG27,664.086983487,OUT017
FDY14,3868.10938733,OUT018
FDP59,1569.69481744,OUT035
FDU60,2758.61208302,OUT017
NCC18,417.79712791,OUT019
DRJ39,3694.22462388,OUT017
FDS07,1933.09563489,OUT049
FDM08,5848.53591723,OUT027
FDP51,2010.25626466,OUT045
FDU16,1387.70678563,OUT035
FDH12,1569.69481744,OUT013
DRE48,510.996499743,OUT010
NCL42,5848.53591723,OUT027
FDR21,2877.64041487,OUT045
NCW29,2027.86158116,OUT035
FDO11,3991.83686051,OUT013
NCM31,2047.52849332,OUT049
FDV35,366.930233276,OUT019
FDF58,1010.52464875,OUT017
NCE43,2762.32179737,OUT049
FDA02,2460.62768669,OUT035
DRL37,128.974790356,OUT010
FDR24,1517.60330017,OUT018
FDW59,1395.7021892,OUT049
FDS22,681.997663177,OUT049
FDW24,730.823067794,OUT017
FDU24,1538.39199737,OUT035
FDA21,5159.38276108,OUT027
FDH58,2927.14848286,OUT027
FDW36,1569.69481744,OUT018
FDI45,4482.7694773,OUT027
FDU01,3054.76839108,OUT018
FDF35,2910.60693581,OUT027
FDU43,571.491568696,OUT019
FDE24,359.373802275,OUT019
FDK50,2569.25149865,OUT049
FDG31,1054.73059412,OUT045
FDC60,1493.30296298,OUT045
FDL36,1535.29400566,OUT013
FDP21,3061.19498399,OUT013
FDW16,1493.30296298,OUT045
FDX02,3773.71643763,OUT017
FDQ58,4087.828293,OUT027
FDT51,1647.22507307,OUT046
FDD59,1313.27152402,OUT049
NCM42,1579.1923584,OUT018
FDA57,664.086983487,OUT018
FDZ48,1686.04536332,OUT035
FDE46,2491.37455671,OUT045
NCZ30,279.066065055,OUT019
FDB56,3058.73633799,OUT017
FDA25,2850.21343834,OUT027
FDD20,2024.96203332,OUT013
FDL25,1541.69370819,OUT013
NCO18,2881.35012921,OUT049
FDJ45,659.67236522,OUT017
FDR12,2791.43202141,OUT035
NCF19,128.974790356,OUT010
FDK25,2667.7851976,OUT046
NCR17,1935.55947934,OUT046
FDC52,2489.6377956,OUT046
NCA54,3021.3948624,OUT017
FDR45,566.060328507,OUT010
NCM19,1930.30579801,OUT049
FDF39,5848.53591723,OUT027
FDX23,1541.4172921,OUT049
FDD58,2833.55250074,OUT027
FDX28,1557.39657409,OUT013
NCD31,2569.25149865,OUT013
FDU57,2491.37455671,OUT018
FDI27,728.656569477,OUT046
NCM42,1571.9664195,OUT046
FDD32,2173.73104114,OUT027
FDI34,3794.92399661,OUT013
NCM29,2027.86158116,OUT049
FDG46,1835.76959418,OUT018
DRC01,128.974790356,OUT010
FDB15,5848.53591723,OUT027
NCA17,4061.00705508,OUT027
FDF10,2482.13430674,OUT046
FDR26,4846.25205787,OUT027
FDI02,1686.04536332,OUT049
NCM54,276.913431966,OUT010
FDF14,2491.37455671,OUT013
FDJ33,269.543771568,OUT010
FDM20,3909.4619513,OUT035
FDC03,5741.82390199,OUT027
NCX05,1952.43588186,OUT046
NCM41,2780.73115423,OUT027
NCU29,365.053344755,OUT010
FDQ59,1397.17940167,OUT017
FDH46,236.179513729,OUT010
FDH09,792.711442105,OUT013
NCD06,731.351276866,OUT045
FDC15,2501.70680817,OUT035
DRD37,1042.26324378,OUT027
FDT28,4055.28840061,OUT027
FDR28,4246.19695411,OUT027
FDT38,1443.31909661,OUT017
FDV34,1484.10493154,OUT027
FDY52,1041.65990382,OUT035
FDB34,1519.74712266,OUT013
DRL23,1569.69481744,OUT018
DRB24,2493.95441437,OUT046
FDJ50,934.276795188,OUT046
FDQ49,2495.69117548,OUT035
FDP20,2024.96203332,OUT035
FDV19,4228.74607673,OUT027
NCR54,3057.48526964,OUT045
FDO09,571.769886466,OUT010
FDS57,2119.19041969,OUT018
FDN10,1952.43588186,OUT049
FDV23,2024.96203332,OUT049
FDY28,3685.05173791,OUT049
DRG51,2569.25149865,OUT013
FDD45,233.086716094,OUT019
NCL18,5729.44305601,OUT027
NCM29,2027.86158116,OUT013
FDF17,5744.04045373,OUT027
FDE22,2569.25149865,OUT017
FDQ22,659.67236522,OUT017
FDS01,2966.65210079,OUT013
FDW35,1013.41356616,OUT027
FDJ33,2024.96203332,OUT046
NCF54,2859.8699223,OUT035
FDE09,1599.56409319,OUT013
NCE06,2569.25149865,OUT045
DRH49,1333.7083124,OUT049
FDY43,2788.9733754,OUT045
NCT05,4019.83028636,OUT017
FDZ34,3058.73633799,OUT045
FDL38,1447.85067705,OUT017
FDZ31,3058.73633799,OUT017
FDR14,917.327442919,OUT035
NCN54,1308.65889395,OUT049
NCC42,3009.3825825,OUT027
FDK08,1541.4172921,OUT017
FDP59,1569.69481744,OUT013
FDV22,2539.24142618,OUT035
FDD33,3830.39045827,OUT035
DRE60,5848.53591723,OUT027
FDK52,3803.16241287,OUT046
FDA02,2483.87106785,OUT017
FDM56,1579.1923584,OUT049
FDE57,2047.52849332,OUT035
FDM32,1481.93953038,OUT045
NCQ30,2985.18266638,OUT027
FDQ27,2850.21343834,OUT027
FDT60,3009.3825825,OUT027
FDU43,3885.66079427,OUT049
NCO55,1569.69481744,OUT035
FDG02,3058.73633799,OUT045
FDJ28,3058.73633799,OUT013
FDP40,1683.68932082,OUT045
FDJ38,3058.73633799,OUT045
NCC54,3874.6310044,OUT017
NCZ41,2024.96203332,OUT046
FDK38,364.095720108,OUT019
FDU52,2495.69117548,OUT013
FDC40,1227.93377306,OUT046
NCR30,1086.60163887,OUT017
NCN18,1683.68932082,OUT017
FDB50,1305.23970858,OUT035
FDG04,3058.73633799,OUT013
FDR26,2877.64041487,OUT035
NCT17,3056.01945942,OUT018
FDX35,5848.53591723,OUT027
FDS12,2027.86158116,OUT046
NCZ29,3009.3825825,OUT027
FDB38,382.162047503,OUT010
FDP12,712.103435541,OUT013
FDP22,787.752334728,OUT046
FDS26,3875.31704472,OUT018
FDR52,3061.19498399,OUT046
DRJ13,2567.51473754,OUT046
FDU48,3009.3825825,OUT027
FDE29,1006.75870304,OUT035
NCT29,2015.94812621,OUT049
DRK37,3056.01945942,OUT018
FDK55,1461.19619996,OUT046
FDR07,1541.4172921,OUT046
FDO21,5848.53591723,OUT027
FDK46,4073.38148272,OUT049
FDB12,1569.69481744,OUT045
FDT31,5166.76028594,OUT027
FDJ33,2024.96203332,OUT045
FDC26,2913.48858547,OUT027
NCQ02,3058.73633799,OUT045
FDP08,517.859709106,OUT010
FDB11,5848.53591723,OUT027
FDV55,2483.87106785,OUT013
FDW20,2015.94812621,OUT049
NCJ18,276.748113935,OUT019
FDC41,1148.93682461,OUT018
FDE14,2847.9557139,OUT027
FDG35,2859.62386811,OUT013
FDF45,917.327442919,OUT035
FDS19,2010.99361335,OUT027
FDS58,380.74003385,OUT019
FDA26,3745.00661803,OUT017
FDM32,1458.18221016,OUT049
FDL45,2024.96203332,OUT046
FDZ55,2559.80132765,OUT049
FDY37,2047.52849332,OUT049
FDO46,3058.73633799,OUT046
FDQ60,2005.39661785,OUT046
FDA19,2027.86158116,OUT018
FDL15,2493.95441437,OUT046
FDM10,3487.59354626,OUT018
NCL05,664.086983487,OUT017
DRK49,128.974790356,OUT010
NCE18,5848.53591723,OUT027
FDG40,665.742829818,OUT049
DRI59,3771.09970134,OUT045
FDK28,4053.46427102,OUT035
NCD06,128.974790356,OUT019
FDO11,569.144702691,OUT019
FDK27,1985.98609235,OUT046
FDT43,1066.08777886,OUT027
FDD38,1567.32718083,OUT018
FDA16,3741.99241831,OUT049
FDL14,4087.828293,OUT027
NCM17,670.982653131,OUT049
FDD20,2021.77269577,OUT045
FDA40,1474.45537644,OUT045
FDL43,1303.24886228,OUT045
FDV15,1569.69481744,OUT045
FDE52,1492.30967711,OUT046
NCL17,359.394286774,OUT010
NCJ31,3887.26408055,OUT045
FDR60,1305.23970858,OUT045
NCA18,1942.46091028,OUT035
FDS21,1392.11115531,OUT027
FDW09,1303.24886228,OUT035
FDL26,2495.69117548,OUT035
FDS47,1501.06322224,OUT018
FDC39,3420.7660262,OUT046
FDT51,1647.22507307,OUT035
FDK40,4089.28160225,OUT035
NCG19,3845.62322549,OUT045
FDZ07,1066.43333842,OUT046
FDF08,2657.05127238,OUT027
FDO04,1020.74065801,OUT013
FDK41,1414.27379286,OUT018
FDP15,4042.96496511,OUT049
NCD43,1569.69481744,OUT018
NCP18,2483.87106785,OUT013
FDZ51,1529.49802508,OUT046
DRH13,1574.32223566,OUT035
FDF38,670.157448085,OUT045
NCI43,735.37998233,OUT045
FDM38,1252.08670067,OUT027
FDS03,1212.88918029,OUT013
DRJ47,2857.41127629,OUT017
FDT50,227.740207796,OUT010
FDV02,2855.67451518,OUT046
NCG18,1569.69481744,OUT017
FDW52,2573.28857635,OUT046
FDS40,665.742829818,OUT035
FDN31,3058.73633799,OUT017
FDA37,2015.94812621,OUT045
FDA15,4002.18691392,OUT046
FDL39,3021.17352615,OUT046
FDJ53,2015.94812621,OUT045
FDX22,3667.87402406,OUT013
NCZ42,3883.30804779,OUT045
FDD56,4530.99689448,OUT027
FDD40,3057.48526964,OUT017
FDS50,3748.30225879,OUT013
NCN14,3057.48526964,OUT013
FDT15,3061.19498399,OUT013
NCS18,2891.63559489,OUT027
NCO26,266.891498303,OUT010
FDF58,1025.00774017,OUT018
NCB19,1520.83452089,OUT013
FDH26,2047.52849332,OUT017
DRB24,4087.828293,OUT027
FDA49,1455.0824233,OUT018
FDB32,1541.4172921,OUT045
FDI36,3062.78418687,OUT017
NCA17,364.62461024,OUT010
FDH22,2024.96203332,OUT013
NCM26,2495.69117548,OUT018
FDT15,5151.43069419,OUT027
FDB16,1456.16982154,OUT018
NCP54,3009.3825825,OUT027
FDJ36,1569.69481744,OUT013
FDO28,2005.39661785,OUT045
FDU09,1016.72169465,OUT013
FDF29,2027.86158116,OUT017
FDY08,2037.06409247,OUT013
DRJ59,659.67236522,OUT018
FDT23,2027.1322276,OUT027
FDU15,659.67236522,OUT018
FDT47,1546.517881,OUT013
FDI53,382.490373549,OUT019
FDR59,3880.44002221,OUT018
FDD53,670.157448085,OUT035
FDY51,3740.42749354,OUT017
FDT04,666.583974612,OUT049
FDU51,2877.64041487,OUT049
FDG14,2491.37455671,OUT035
NCU06,3815.64462876,OUT045
DRG25,3058.73633799,OUT046
DRH49,1397.17940167,OUT035
FDN15,2030.79542798,OUT035
FDL43,1209.19121697,OUT018
NCT18,3061.19498399,OUT049
NCB31,4053.91453444,OUT013
FDK57,1982.91909839,OUT035
FDY04,381.83251196,OUT019
NCP54,2015.94812621,OUT046
FDF41,3877.08838728,OUT013
FDM01,1569.69481744,OUT045
FDW03,1569.69481744,OUT045
FDF28,2015.94812621,OUT045
FDY37,2050.46781414,OUT017
FDQ03,3859.74453801,OUT017
FDP51,2939.08862659,OUT027
FDJ40,1647.22507307,OUT017
FDC32,1529.49802508,OUT049
DRI49,2226.48346972,OUT027
NCW54,915.888359523,OUT017
FDF09,659.67236522,OUT017
FDP45,3805.31929019,OUT018
DRJ23,3054.76839108,OUT018
FDS59,1647.22507307,OUT017
FDY08,2030.79542798,OUT046
FDX16,2483.87106785,OUT049
FDY16,3054.76839108,OUT018
FDK32,2495.69117548,OUT035
FDQ22,716.518053809,OUT013
NCC31,2506.49674243,OUT018
FDG58,2495.69117548,OUT049
DRF48,3058.73633799,OUT013
DRH36,1083.80199686,OUT049
NCR30,1128.09378118,OUT035
FDB03,573.250377023,OUT019
FDZ28,3009.3825825,OUT027
FDR35,3069.41819908,OUT017
DRD15,5848.53591723,OUT027
FDJ33,278.016056706,OUT019
FDA56,269.628449713,OUT010
FDP56,732.547958128,OUT046
NCT30,732.547958128,OUT046
FDK15,1549.16759721,OUT017
FDH44,2483.87106785,OUT018
FDV01,2495.69117548,OUT013
DRG03,2491.37455671,OUT017
FDG50,2686.72943387,OUT027
FDR16,570.042384536,OUT010
FDZ60,1571.9664195,OUT046
DRG03,2495.69117548,OUT045
FDS56,3878.70789025,OUT018
FDU33,723.551251717,OUT045
DRD27,1541.4172921,OUT035
FDW22,3755.46873091,OUT046
DRA24,2568.00043031,OUT045
FDF38,667.661489707,OUT049
FDX48,2495.69117548,OUT013
FDS58,2559.80132765,OUT018
FDC32,1529.49802508,OUT046
NCQ29,4073.29653738,OUT045
DRK39,1414.27379286,OUT018
NCS38,1937.74402523,OUT017
DRO47,1686.04536332,OUT013
DRG27,1013.41356616,OUT027
FDC57,5714.20478833,OUT027
FDS55,2482.13430674,OUT046
NCJ06,2005.39661785,OUT018
FDO01,281.969179502,OUT019
NCM55,3058.73633799,OUT045
FDC52,2491.37455671,OUT049
FDQ15,1325.15660651,OUT045
NCT30,1062.25452435,OUT027
NCR42,1008.99894789,OUT027
FDD28,920.118518252,OUT035
FDQ34,1569.69481744,OUT049
FDZ12,3027.70740393,OUT027
DRE13,207.387501572,OUT019
NCN07,282.726643447,OUT019
FDM28,3022.91028726,OUT035
FDI10,2858.66234463,OUT017
FDQ25,2793.76168698,OUT013
FDA38,566.958099625,OUT010
DRI13,3693.63261463,OUT049
FDY20,2694.60387358,OUT027
NCZ53,3058.73633799,OUT035
NCM31,2460.62768669,OUT013
DRB01,3058.73633799,OUT017
DRF37,4077.78188275,OUT046
NCF42,2880.09906087,OUT049
FDF16,2483.87106785,OUT018
FDB41,778.908563851,OUT013
FDR34,3791.47581401,OUT013
FDR15,2501.70680817,OUT018
NCV42,272.748162934,OUT019
FDW51,3682.59513393,OUT035
FDU36,1541.4172921,OUT017
FDX60,1347.54825418,OUT049
FDY03,1910.72709473,OUT035
FDW55,3921.29789055,OUT045
FDT01,571.307023279,OUT010
FDG58,2495.69117548,OUT013
FDK21,4001.65482015,OUT017
NCS41,469.97116097,OUT019
FDS10,3039.25312647,OUT045
NCT53,2573.28857635,OUT046
FDJ28,3056.01945942,OUT018
FDX44,1453.10661637,OUT045
FDT20,661.591025109,OUT018
FDO44,1599.56409319,OUT017
NCX17,3832.92328221,OUT049
FDY01,1952.43588186,OUT017
FDJ12,5848.53591723,OUT027
DRK35,659.67236522,OUT018
FDD47,385.864493816,OUT019
NCM53,1569.69481744,OUT035
FDO45,1521.64421008,OUT013
NCM42,254.181632742,OUT010
FDE04,2963.66427134,OUT046
NCI30,5848.53591723,OUT027
FDZ19,2860.87493646,OUT013
FDW57,2878.89148321,OUT013
FDA25,1569.69481744,OUT013
FDT22,971.897324935,OUT046
FDP51,1970.9745099,OUT013
FDD48,2927.14848286,OUT027
FDY39,3058.73633799,OUT035
FDO48,572.422559957,OUT010
FDD23,5159.38276108,OUT027
DRN35,1008.99894789,OUT027
FDT01,3690.11723039,OUT035
FDC20,128.974790356,OUT010
DRJ35,1027.41618374,OUT035
FDB32,1533.62094161,OUT046
FDL24,2859.13817535,OUT046
NCV42,1770.93234731,OUT035
FDZ46,1579.1923584,OUT046
FDC15,2501.70680817,OUT013
FDD08,128.974790356,OUT019
FDY50,1483.84647591,OUT049
FDD36,1982.91909839,OUT013
FDG57,1063.58331559,OUT027
FDL21,664.086983487,OUT018
FDN16,2847.9557139,OUT027
FDJ09,1059.61754334,OUT027
FDS01,430.952504647,OUT010
FDV33,4071.73965566,OUT017
DRE12,1937.74402523,OUT017
FDR07,1546.517881,OUT013
FDP48,471.699204758,OUT010
NCB55,920.118518252,OUT035
FDQ08,1128.68272128,OUT013
FDR34,3816.01067907,OUT035
FDO33,1688.65695928,OUT046
FDP13,667.661489707,OUT045
FDX12,3885.18861852,OUT049
NCT06,2616.59925268,OUT049
FDR16,568.644023572,OUT019
FDE36,2573.28857635,OUT046
FDZ36,3058.73633799,OUT049
FDV13,1464.52901121,OUT045
NCZ17,665.742829818,OUT035
FDU56,3057.48526964,OUT045
FDM09,2849.81534334,OUT035
FDV02,2857.41127629,OUT017
FDS34,1835.76959418,OUT018
FDA11,1541.4172921,OUT049
FDP09,3674.80762867,OUT017
FDB29,2920.49022676,OUT027
FDT19,2858.66234463,OUT017
DRH15,668.220613938,OUT017
FDY38,3805.4062811,OUT046
FDF14,4074.99622468,OUT027
FDN48,224.027155296,OUT010
FDQ12,3802.52497214,OUT013
NCJ43,2860.87493646,OUT045
FDE17,365.976077225,OUT019
FDB05,3993.09950074,OUT035
FDH10,3057.48526964,OUT045
NCR06,664.086983487,OUT017
FDU32,2015.94812621,OUT018
FDD56,2863.33358246,OUT049
FDO36,3018.67798383,OUT018
FDH16,220.648906391,OUT010
FDX10,659.67236522,OUT018
FDZ37,1464.52901121,OUT017
FDU31,569.628520639,OUT010
DRC49,2050.46781414,OUT049
FDL15,2491.37455671,OUT045
FDN32,494.124966539,OUT019
DRH59,1430.4643402,OUT027
NCU29,2483.87106785,OUT049
FDR37,473.304376269,OUT019
FDS14,2522.57398667,OUT018
FDU02,5848.53591723,OUT027
FDJ08,3058.73633799,OUT035
NCZ06,4010.67280346,OUT045
FDO31,1356.83644757,OUT049
FDH31,1557.39657409,OUT018
FDS58,2559.80132765,OUT017
NCA53,1063.58331559,OUT027
FDF50,3062.78418687,OUT046
NCW42,3752.81646602,OUT049
NCQ17,2506.49674243,OUT045
FDK51,3886.0315051,OUT018
NCW41,377.513657456,OUT010
NCR29,914.787297027,OUT017
FDB08,379.815838932,OUT019
FDA40,2501.38737735,OUT027
FDL14,2546.30648305,OUT018
FDB47,3589.07565612,OUT046
FDO03,3809.12568498,OUT035
DRK13,520.901763722,OUT019
FDX13,566.676972573,OUT010
FDF52,3058.73633799,OUT046
FDT11,3061.19498399,OUT013
FDB08,2559.80132765,OUT013
FDQ28,2501.70680817,OUT018
FDD29,4013.14947702,OUT045
NCQ29,5848.53591723,OUT027
NCO02,1212.88918029,OUT013
FDR56,519.594561126,OUT010
NCM54,2024.96203332,OUT049
FDP51,1952.43588186,OUT035
FDT38,1513.24823928,OUT013
FDZ20,3811.01399065,OUT018
FDJ53,2010.25626466,OUT013
FDX13,3993.84393718,OUT049
FDP58,3752.00742806,OUT035
NCK31,128.974790356,OUT019
FDA35,2015.94812621,OUT018
FDV37,3067.50821095,OUT018
NCO07,5848.53591723,OUT027
FDA20,3058.73633799,OUT045
FDZ59,2713.09755067,OUT035
NCY17,675.927198578,OUT017
FDQ28,2495.69117548,OUT035
FDV35,2495.69117548,OUT017
FDQ36,712.103435541,OUT013
FDD34,2569.25149865,OUT018
FDK51,4083.49163776,OUT045
FDV31,2860.87493646,OUT035
FDR04,1541.4172921,OUT035
FDR14,917.36591301,OUT049
DRC36,421.236913346,OUT010
FDE39,279.066065055,OUT019
FDP57,1569.69481744,OUT049
FDE57,2047.52849332,OUT046
NCN18,1675.85819092,OUT046
NCQ05,2486.7375554,OUT018
FDW47,2005.39661785,OUT035
FDV46,2030.79542798,OUT035
NCP29,1056.72144042,OUT045
FDE09,1647.22507307,OUT018
NCU06,5848.53591723,OUT027
FDT19,421.623143736,OUT010
DRF15,2491.37455671,OUT017
DRI51,2787.72230706,OUT013
NCX54,1569.69481744,OUT013
DRE01,3881.21049095,OUT013
NCB07,3057.48526964,OUT045
FDU50,1935.55947934,OUT035
FDG40,665.742829818,OUT035
FDW10,2856.90698955,OUT018
FDX51,3058.73633799,OUT013
NCP17,1058.98365048,OUT045
FDP21,3061.19498399,OUT035
FDL04,1569.69481744,OUT045
FDV23,2015.94812621,OUT013
FDF24,1371.9772566,OUT046
FDH56,2920.49022676,OUT027
FDB51,1012.00220224,OUT049
FDI58,2833.55250074,OUT027
FDR20,778.908563851,OUT013
FDC51,2015.94812621,OUT018
FDB16,2501.38737735,OUT027
FDE40,1008.23625652,OUT049
NCM17,670.982653131,OUT035
FDU56,3057.48526964,OUT035
FDS32,286.15079192,OUT019
FDX02,3767.83616824,OUT049
FDT39,4087.828293,OUT027
FDE35,917.327442919,OUT017
NCI42,564.958574237,OUT019
DRL23,1569.69481744,OUT046
FDA10,2015.94812621,OUT046
FDA11,1546.517881,OUT013
NCM06,2493.95441437,OUT046
NCT05,4055.23054215,OUT035
NCQ02,494.882213296,OUT010
NCY06,2027.86158116,OUT049
FDY56,3772.21470929,OUT035
FDL02,1569.69481744,OUT035
NCI06,2896.63435948,OUT035
FDQ14,2486.7375554,OUT045
FDQ12,3793.98460887,OUT017
FDP36,732.547958128,OUT046
FDK21,5848.53591723,OUT027
FDO40,2483.87106785,OUT045
NCK54,274.511968936,OUT019
FDY09,2873.59844984,OUT018
NCW30,4066.06605872,OUT049
NCC55,1008.99894789,OUT027
FDE58,1952.43588186,OUT018
FDR39,3057.48526964,OUT013
FDU28,3057.48526964,OUT049
FDH08,3791.13091974,OUT017
FDG35,2859.62386811,OUT045
FDG22,665.742829818,OUT049
FDC34,2522.57398667,OUT035
FDP15,3844.15968536,OUT018
FDK34,567.787830436,OUT010
FDU45,1942.46091028,OUT035
FDQ04,1013.41356616,OUT027
FDX22,3479.59408104,OUT018
FDB45,1569.69481744,OUT017
NCH43,5848.53591723,OUT027
DRE60,3754.05054961,OUT046
FDD17,5848.53591723,OUT027
NCM54,2027.86158116,OUT017
NCH55,2027.86158116,OUT013
NCT06,2573.77426912,OUT017
FDA48,5848.53591723,OUT027
FDY58,5848.53591723,OUT027
FDO25,3682.59513393,OUT045
FDN50,1538.39199737,OUT045
FDH35,2573.77426912,OUT035
FDK09,3797.75992435,OUT045
FDO16,1497.54851472,OUT013
FDW11,1058.98365048,OUT045
FDU47,3009.3825825,OUT027
NCQ42,276.998110111,OUT010
FDK55,2686.72943387,OUT027
FDN08,1947.17547682,OUT049
FDT57,3866.09570649,OUT045
FDJ12,3425.43626316,OUT018
DRL59,776.672619022,OUT017
NCN53,665.742829818,OUT046
FDO51,128.974790356,OUT010
FDK56,3058.73633799,OUT017
FDY12,822.83581625,OUT035
FDU15,665.742829818,OUT035
FDQ19,3892.87952106,OUT046
DRF15,2495.69117548,OUT045
DRE25,231.252620623,OUT019
FDK57,1982.91909839,OUT018
FDD33,567.835858131,OUT010
FDR34,5848.53591723,OUT027
FDU04,2015.94812621,OUT045
FDE35,129.32687981,OUT019
NCD31,2569.25149865,OUT035
FDJ56,1549.16759721,OUT035
NCU53,2573.28857635,OUT046
FDD39,3679.2811119,OUT035
NCU17,247.205200884,OUT019
FDJ20,2015.94812621,OUT046
NCW41,2539.24142618,OUT018
FDL52,666.583974612,OUT035
FDS39,2047.52849332,OUT035
DRJ47,2859.62386811,OUT045
FDP13,128.974790356,OUT010
DRK39,190.254144515,OUT010
FDF28,273.127880724,OUT010
FDB09,2024.96203332,OUT045
FDM51,1541.4172921,OUT046
DRM49,699.702355797,OUT018
DRF23,2860.87493646,OUT013
DRH01,2857.41127629,OUT035
FDH12,2878.32947458,OUT027
FDA28,280.34617788,OUT019
FDW37,1502.05650812,OUT018
FDF02,1569.69481744,OUT046
DRL37,670.982653131,OUT046
NCF43,2047.52849332,OUT046
FDH08,566.958099625,OUT010
FDR34,571.040970891,OUT019
NCK19,3058.73633799,OUT049
NCD55,664.086983487,OUT018
FDT27,3803.85957019,OUT049
FDQ57,2483.87106785,OUT045
FDA47,2569.25149865,OUT035
DRG15,1394.1020016,OUT027
FDE05,2483.87106785,OUT018
FDN46,1557.39657409,OUT046
FDX27,2793.74701188,OUT027
FDT51,1647.22507307,OUT045
FDU33,728.3582689,OUT013
FDJ16,1310.47416738,OUT027
FDD20,279.162913254,OUT019
FDT36,665.742829818,OUT049
DRF15,4074.99622468,OUT027
FDN52,205.238433132,OUT010
FDC22,5714.20478833,OUT027
FDX15,2559.80132765,OUT045
FDT13,3058.73633799,OUT013
FDU04,2015.94812621,OUT017
FDU31,569.144702691,OUT019
FDW59,2494.28791561,OUT027
NCO29,2573.28857635,OUT046
FDL15,2491.37455671,OUT035
FDI41,2483.87106785,OUT049
FDQ48,1541.4172921,OUT049
DRI39,1020.74065801,OUT013
FDI08,4001.8903947,OUT013
FDC21,1637.72035197,OUT049
FDF58,1036.09318091,OUT035
FDS08,427.787176173,OUT010
FDE47,2015.94812621,OUT045
NCP18,366.122464467,OUT019
NCR41,1546.517881,OUT013
FDA27,4017.16277626,OUT013
FDA43,3061.19498399,OUT035
FDA49,1444.40649485,OUT045
NCE55,2878.75559873,OUT018
DRM49,1059.61754334,OUT027
FDF22,5848.53591723,OUT027
FDQ15,1349.14132417,OUT018
NCS54,2860.87493646,OUT017
NCY05,712.103435541,OUT013
FDR45,3890.78455167,OUT046
FDK57,2015.94812621,OUT049
FDF41,568.26973464,OUT010
FDV21,2024.96203332,OUT046
FDD51,724.413737142,OUT046
FDF33,1579.1923584,OUT046
FDA38,3870.21776251,OUT046
FDR56,3058.73633799,OUT045
NCN41,2015.94812621,OUT017
FDC60,2577.44425317,OUT027
FDB47,3597.18453009,OUT045
DRH01,2859.62386811,OUT013
FDW08,1569.69481744,OUT046
FDF38,1012.62166127,OUT027
FDY32,2569.25149865,OUT017
FDG34,1579.1923584,OUT049
FDG47,568.249811301,OUT019
NCF18,3059.94391565,OUT035
FDL39,454.718577572,OUT019
NCH55,2024.96203332,OUT035
DRJ35,1007.98241005,OUT049
FDS44,3885.7916095,OUT035
DRE01,3687.63534966,OUT018
FDY39,3058.73633799,OUT013
FDY32,2569.25149865,OUT018
FDR33,2920.49022676,OUT027
NCP50,1349.32396172,OUT049
FDZ47,1541.4172921,OUT018
FDU57,2491.37455671,OUT049
FDY44,3058.73633799,OUT013
DRH59,1102.66921629,OUT018
FDB03,5848.53591723,OUT027
FDY46,3057.48526964,OUT045
FDM39,2878.89148321,OUT045
FDY36,1105.65957658,OUT035
NCM55,3058.73633799,OUT035
FDJ50,128.974790356,OUT010
DRL60,2491.37455671,OUT013
NCJ54,3816.70956508,OUT049
FDX59,659.67236522,OUT017
FDI07,3121.31320311,OUT013
DRF51,128.974790356,OUT010
FDM14,1579.1923584,OUT017
FDP21,3058.73633799,OUT045
FDE40,1056.72144042,OUT035
FDE05,2483.87106785,OUT035
FDM13,3009.3825825,OUT027
FDC34,4152.87150414,OUT027
NCI55,2015.94812621,OUT018
NCE43,2751.86833021,OUT018
FDW58,1571.9664195,OUT018
FDG60,3855.67032035,OUT045
FDV31,2862.8587118,OUT017
FDR47,3057.48526964,OUT013
FDM60,128.974790356,OUT019
NCF06,3871.66373475,OUT018
NCN26,2927.14848286,OUT027
FDQ59,1446.32887817,OUT049
FDF09,665.742829818,OUT046
NCS06,4071.94632811,OUT017
FDT44,1960.11574202,OUT046
FDI19,3904.7208965,OUT017
FDT22,997.718221062,OUT017
NCF54,4267.95610119,OUT027
DRG25,3058.73633799,OUT045
FDB59,3061.53311852,OUT017
FDQ37,3057.48526964,OUT017
FDP56,732.547958128,OUT035
FDW44,2858.66234463,OUT035
FDJ26,573.45306792,OUT010
FDU43,3661.63328831,OUT018
FDW33,1569.69481744,OUT045
NCX53,3184.27740648,OUT027
FDN56,365.282471829,OUT010
DRF15,2491.37455671,OUT049
FDO33,1937.74402523,OUT017
FDZ39,237.949111885,OUT010
