,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
1399,FDR14,OUT049,961.730114011129
1400,DRC36,OUT010,842.4513336666373
1401,FDE39,OUT019,22.33789875150012
1402,FDP57,OUT049,1789.3367716156672
1403,FDE57,OUT046,2314.4063203200126
1404,NCN18,OUT046,1736.155172847722
1405,NCQ05,OUT018,2118.313854732861
1406,FDW47,OUT035,2097.590843175244
1407,FDV46,OUT035,2367.79540753726
1408,NCP29,OUT045,940.909860435318
1409,FDE09,OUT018,1562.8181226985023
1410,NCU06,OUT027,5041.913818487855
1411,FDT19,OUT010,852.5562045105057
1412,DRF15,OUT017,2515.9206923011657
1413,DRI51,OUT013,2720.514581530509
1414,NCX54,OUT013,1677.0484131988871
1415,DRE01,OUT013,3797.698201655621
1416,NCB07,OUT045,2987.8908794174986
1417,FDU50,OUT035,1949.422994802802
1418,FDG40,OUT035,731.6583129885956
1419,FDW10,OUT018,2518.132317638919
1420,FDX51,OUT013,3147.288614746885
1421,NCP17,OUT045,970.5394747606688
1422,FDP21,OUT035,3141.756599128463
1423,FDL04,OUT045,1603.5926125976957
1424,FDV23,OUT013,2016.5440171948617
1425,FDF24,OUT046,1354.0584952674697
1426,FDH56,OUT027,3329.0285579341617
1427,FDB51,OUT049,1095.996071676689
1428,FDI58,OUT027,2991.5933130244994
1429,FDR20,OUT013,880.1006784787792
1430,FDC51,OUT018,1685.3930820980602
1431,FDB16,OUT027,2829.7117316289177
1432,FDE40,OUT049,1061.499485076824
1433,NCM17,OUT035,869.2689763418905
1434,FDU56,OUT035,3154.7856034598312
1435,FDS32,OUT019,416.53196778087556
1436,FDX02,OUT049,3623.9822090782063
1437,FDT39,OUT027,3924.688847032611
1438,FDE35,OUT017,1094.5902993440557
1439,NCI42,OUT019,1414.904282390316
1440,DRL23,OUT046,1720.0312856619194
1441,FDA10,OUT046,1943.6837373142134
1442,FDA11,OUT013,1603.9946686602416
1443,NCM06,OUT046,2424.775684838349
1444,NCT05,OUT035,4213.0098657888
1445,NCQ02,OUT010,1026.7779926863495
1446,NCY06,OUT049,2135.3613977957616
1447,FDY56,OUT035,3749.393222000098
1448,FDL02,OUT035,1862.4793481711595
1449,NCI06,OUT035,2943.445267982431
1450,FDQ14,OUT045,2299.898661876127
1451,FDQ12,OUT017,3744.862786393789
1452,FDP36,OUT046,827.3320544366459
1453,FDK21,OUT027,5433.48739900685
1454,FDO40,OUT045,2289.76029995535
1455,NCK54,OUT019,-22.42856566191233
1456,FDY09,OUT018,2549.7710625616724
1457,NCW30,OUT049,4189.324665059607
1458,NCC55,OUT027,2051.4201763334104
1459,FDE58,OUT018,1615.745319076221
1460,FDR39,OUT013,2977.874868990239
1461,FDU28,OUT049,3048.7174921128676
1462,FDH08,OUT017,3774.770302260376
1463,FDG35,OUT045,2775.3679674945906
1464,FDG22,OUT049,715.7329303282621
1465,FDC34,OUT035,2616.0594665526096
1466,FDP15,OUT018,3766.8097992981816
1467,FDK34,OUT010,1884.7773057362824
1468,FDU45,OUT035,2017.5648571036963
1469,FDQ04,OUT027,2111.6637340344914
1470,FDX22,OUT018,3063.916890829794
1471,FDB45,OUT017,1837.6434356899263
1472,NCH43,OUT027,4845.631905706025
1473,DRE60,OUT046,3502.2916689755984
1474,FDD17,OUT027,5184.312955972687
1475,NCM54,OUT017,2107.876275661418
1476,NCH55,OUT013,2041.1870745467736
1477,NCT06,OUT017,2701.7042810849434
1478,FDA48,OUT027,4960.69900686378
1479,FDY58,OUT027,5073.369743470611
1480,FDO25,OUT045,3303.821855505068
1481,FDN50,OUT045,1521.4784064355276
1482,FDH35,OUT035,2809.5382294816486
1483,FDK09,OUT045,3525.8068927812988
1484,FDO16,OUT013,1375.9584431699097
1485,FDW11,OUT045,1008.0768770369973
1486,FDU47,OUT027,3735.040968713557
1487,NCQ42,OUT010,114.67063374466073
1488,FDK55,OUT027,2929.7187850995906
1489,FDN08,OUT049,2006.910073940931
1490,FDT57,OUT045,3707.444886598264
1491,FDJ12,OUT018,3038.4347425556866
1492,DRL59,OUT017,988.3840350589662
1493,NCN53,OUT046,604.0317074745756
1494,FDO51,OUT010,-1142.5511036064922
1495,FDK56,OUT017,3124.826613085733
1496,FDY12,OUT035,1013.4183406897887
1497,FDU15,OUT035,802.5211111764932
1498,FDQ19,OUT046,3902.94418898241
1499,DRF15,OUT045,2371.049155919098
1500,DRE25,OUT019,-437.0142758096616
1501,FDK57,OUT018,1635.907994336851
1502,FDD33,OUT010,1772.8815147649764
1503,FDR34,OUT027,5086.0859905172865
1504,FDU04,OUT045,1883.727806060298
1505,FDE35,OUT019,-854.147453884599
1506,NCD31,OUT035,2709.91277392428
1507,FDJ56,OUT035,1773.6487052818227
1508,NCU53,OUT046,2616.1496132646494
1509,FDD39,OUT035,3521.019643965265
1510,NCU17,OUT019,-257.06875933154777
1511,FDJ20,OUT046,2015.758361679781
1512,NCW41,OUT018,2227.379342655917
1513,FDL52,OUT035,790.4399587506849
1514,FDS39,OUT035,2437.0684057063972
1515,DRJ47,OUT045,2701.1910106257255
1516,FDP13,OUT010,-1224.078699663095
1517,DRK39,OUT010,-596.2129632501649
1518,FDF28,OUT010,107.70931835877872
1519,FDB09,OUT045,1993.0317608443574
1520,FDM51,OUT046,1649.9008612651676
1521,DRM49,OUT018,435.71728464184343
1522,DRF23,OUT013,2813.70805702374
1523,DRH01,OUT035,2858.69809667675
1524,FDH12,OUT027,3188.9585789610355
1525,FDA28,OUT019,97.56836717060662
1526,FDW37,OUT018,1214.0258838932139
1527,FDF02,OUT046,1707.7256401777586
1528,DRL37,OUT046,716.1070912362067
1529,NCF43,OUT046,2226.0185123153037
1530,FDH08,OUT010,1763.7262051849036
1531,FDR34,OUT019,1756.6925271445766
1532,NCK19,OUT049,3161.5518236943076
1533,NCD55,OUT018,416.48377203786004
1534,FDT27,OUT049,3816.225677986528
1535,FDQ57,OUT045,2292.202355543365
1536,FDA47,OUT035,2734.618775604336
1537,DRG15,OUT027,2459.777181075822
1538,FDE05,OUT018,2047.5383732114346
1539,FDN46,OUT046,1607.0297044491317
1540,FDX27,OUT027,2909.4215980286717
1541,FDT51,OUT045,1746.9935717419517
1542,FDU33,OUT013,770.2004000182992
1543,FDJ16,OUT027,2408.6277114459813
1544,FDD20,OUT019,133.49231344367865
1545,FDT36,OUT049,682.6562808298248
1546,DRF15,OUT027,3862.29029221339
1547,FDN52,OUT010,-531.32920063641
1548,FDC22,OUT027,4469.324630896224
1549,FDX15,OUT045,2485.5545627985075
1550,FDT13,OUT013,3060.0070260627385
1551,FDU04,OUT017,2056.648026278265
1552,FDU31,OUT019,1592.1128156151544
1553,FDW59,OUT027,2880.034623902431
1554,NCO29,OUT046,2628.0892948976425
1555,FDL15,OUT035,2602.530532932895
1556,FDI41,OUT049,2410.823740552369
1557,FDQ48,OUT049,1731.7280124841654
1558,DRI39,OUT013,919.1969082417413
1559,FDI08,OUT013,4043.3492493991225
1560,FDC21,OUT049,1923.4665376199582
1561,FDF58,OUT035,1193.9544275756693
1562,FDS08,OUT010,963.3722535667339
1563,FDE47,OUT045,1951.068225515357
1564,NCP18,OUT019,506.9490048130341
1565,NCR41,OUT013,1604.0044246846132
1566,FDA27,OUT013,4031.260154629773
1567,FDA43,OUT035,3271.984209318124
1568,FDA49,OUT045,1381.0649440827815
1569,NCE55,OUT018,2532.7664092944055
1570,DRM49,OUT027,2175.319116197911
1571,FDF22,OUT027,4849.744408717482
1572,FDQ15,OUT018,1033.6852274795328
1573,NCS54,OUT017,2862.0336682879547
1574,NCY05,OUT013,647.2792335174124
1575,FDR45,OUT046,3804.636823399796
1576,FDK57,OUT049,2043.33234258508
1577,FDF41,OUT010,1962.9720206387078
1578,FDV21,OUT046,2039.369595639998
1579,FDD51,OUT046,721.553700432692
1580,FDF33,OUT046,1980.1626659425747
1581,FDA38,OUT046,3758.0048548179752
1582,FDR56,OUT045,3075.655607939803
1583,NCN41,OUT017,2049.231917202389
1584,FDC60,OUT027,2881.7985762592634
1585,FDB47,OUT045,3228.6734677650497
1586,DRH01,OUT013,2789.509388874096
1587,FDW08,OUT046,1716.528242251628
1588,FDF38,OUT027,2172.2080641396915
1589,FDY32,OUT017,2728.5990988685226
1590,FDG34,OUT049,1873.5236052176588
1591,FDG47,OUT019,2258.8168255045002
1592,NCF18,OUT035,3110.0596485744795
1593,FDL39,OUT019,952.4547093356996
1594,NCH55,OUT035,2130.623787138126
1595,DRJ35,OUT049,1120.5233445437552
1596,FDS44,OUT035,3943.596168282338
1597,DRE01,OUT018,3481.297554560816
1598,FDY39,OUT013,2987.633248601593
1599,FDY32,OUT018,2329.4970523960624
1600,FDR33,OUT027,3254.22685023291
1601,NCP50,OUT049,1407.8512515102739
1602,FDZ47,OUT018,1330.9760362413542
1603,FDU57,OUT049,2523.5684110239117
1604,FDY44,OUT013,3176.219139973669
1605,DRH59,OUT018,931.7053944537004
1606,FDB03,OUT027,5194.625384073978
1607,FDY46,OUT045,2907.620859705665
1608,FDM39,OUT045,2725.678808466171
1609,FDY36,OUT035,1402.8789076651922
1610,NCM55,OUT035,3047.6626167077
1611,FDJ50,OUT010,-974.6883796844461
1612,DRL60,OUT013,2427.346857850726
1613,NCJ54,OUT049,3732.27314660295
1614,FDX59,OUT017,716.7925458863197
1615,FDI07,OUT013,3230.0151895059694
1616,DRF51,OUT010,-1319.2302933474948
1617,FDM14,OUT017,1930.447873317578
1618,FDP21,OUT045,2931.241236722371
1619,FDE40,OUT035,1146.9585808122047
1620,FDE05,OUT035,2488.9836874343546
1621,FDM13,OUT027,3608.597316798604
1622,FDC34,OUT027,3921.877532078701
1623,NCI55,OUT018,1668.2827319581193
1624,NCE43,OUT018,2357.5255784767237
1625,FDW58,OUT018,1469.3560475141092
1626,FDG60,OUT045,3661.9631729271046
1627,FDV31,OUT017,2944.1076027479094
1628,FDR47,OUT013,3129.869822863628
1629,FDM60,OUT019,-1184.631657287588
1630,NCF06,OUT018,3777.677286409825
1631,NCN26,OUT027,3309.104759479097
1632,FDQ59,OUT049,1514.969711916308
1633,FDF09,OUT046,692.8184146354133
1634,NCS06,OUT017,4263.67715681525
1635,FDT44,OUT046,1932.5507960521222
1636,FDI19,OUT017,3991.898045653458
1637,FDT22,OUT017,1086.6280035687134
1638,NCF54,OUT027,4132.075003390194
1639,DRG25,OUT045,2874.553818592422
1640,FDB59,OUT017,3253.8912910019494
1641,FDQ37,OUT017,3217.7229777546368
1642,FDP56,OUT035,1002.9654233894232
1643,FDW44,OUT035,2934.572444625219
1644,FDJ26,OUT010,1522.4733847810655
1645,FDU43,OUT018,3527.9101487618864
1646,FDW33,OUT045,1616.6667660784774
1647,NCX53,OUT027,3740.3628948069063
1648,FDN56,OUT010,444.3142873426632
1649,DRF15,OUT049,2510.153728678861
1650,FDO33,OUT017,1942.195436402702
1651,FDZ39,OUT010,-198.51418853877618
1652,NCJ19,OUT017,986.1725070627108
1653,FDU01,OUT035,3140.4557339909547
1654,FDT12,OUT035,3714.5702309780813
1655,NCM18,OUT018,700.7561497420172
1656,FDP19,OUT017,2185.363995359163
1657,NCR42,OUT049,638.2615253874778
1658,FDN10,OUT046,1915.9160898694477
1659,FDG44,OUT017,1052.4897354414811
1660,FDQ10,OUT046,2743.6438556597177
1661,DRH13,OUT049,1788.7905020475223
1662,FDT52,OUT013,3898.8964085758516
1663,FDM56,OUT045,1760.2233932890313
1664,NCO43,OUT010,-294.49940908011473
1665,NCV29,OUT035,2969.238862545036
1666,NCF06,OUT013,4112.544964701457
1667,FDO50,OUT035,1664.9218167138831
1668,FDT59,OUT013,3703.335112273227
1669,FDX40,OUT027,2059.806969376848
1670,FDE50,OUT017,3122.4154091049204
1671,FDX51,OUT017,3264.4952625500337
1672,NCD30,OUT018,1286.3114755449303
1673,FDK15,OUT013,1667.1820636060986
1674,FDL12,OUT045,944.1857630554891
1675,FDK46,OUT017,4210.6640909962025
1676,DRH49,OUT010,-606.7944053024273
1677,FDQ57,OUT046,2361.2266535789954
1678,FDY59,OUT017,1646.8766995174
1679,FDO09,OUT018,3841.5143733472496
1680,NCG30,OUT035,2115.5773521136116
1681,FDM09,OUT017,2787.310028102675
1682,NCN17,OUT027,3072.061159910666
1683,NCS42,OUT013,1447.425047635468
1684,FDD02,OUT019,28.28692741396833
1685,FDE34,OUT013,2920.3608126993745
1686,FDU38,OUT045,2956.0389673001137
1687,FDB33,OUT046,2574.6970562486767
1688,NCJ29,OUT017,1511.7825682338703
1689,FDZ27,OUT035,939.4132669392395
1690,FDI40,OUT013,1614.4548051552158
1691,FDG22,OUT013,689.9342678048627
1692,FDT51,OUT017,1926.1345214854455
1693,FDF20,OUT018,2930.0459067916117
1694,FDV50,OUT035,2060.8536972889265
1695,FDT02,OUT049,704.8566429601659
1696,DRC49,OUT017,2392.216656698755
1697,FDF26,OUT049,2571.3049780369124
1698,FDV52,OUT035,2058.586292366877
1699,FDX59,OUT049,731.2838981699057
1700,FDV25,OUT035,3708.4561471081847
1701,FDW23,OUT027,2123.3573935262093
1702,FDE53,OUT018,1459.5061423662896
1703,FDA19,OUT017,2239.648712638182
1704,FDH22,OUT046,2005.4031724824376
1705,NCO41,OUT013,1614.4740176104713
1706,FDX12,OUT017,3950.281433759933
1707,FDF17,OUT013,3151.5259175339556
1708,FDS11,OUT045,3474.706757477303
1709,FDR51,OUT035,2529.41200164705
1710,FDT49,OUT010,-205.4453130248358
1711,FDC56,OUT013,1993.1374195384128
1712,FDR13,OUT027,3375.3316597153116
1713,FDQ60,OUT035,2082.815016792823
1714,FDN38,OUT049,4063.815741748517
1715,NCL29,OUT013,2520.7978160226025
1716,FDO13,OUT027,4094.7265045734976
1717,FDE26,OUT018,2057.645784403986
1718,FDA31,OUT010,855.8187426472282
1719,FDX14,OUT035,1345.8003222087716
1720,FDA34,OUT045,2751.7994734540316
1721,FDF26,OUT013,2522.1607488392788
1722,FDE38,OUT045,2631.8012415200064
1723,DRI11,OUT046,1835.6589581942021
1724,FDQ60,OUT027,3358.970461631364
1725,FDL21,OUT027,2142.193872590865
1726,DRC12,OUT027,4483.153398144404
1727,FDC47,OUT046,3596.750037180394
1728,FDE57,OUT045,2225.1410148091713
1729,FDT14,OUT045,1817.1693880698645
1730,NCZ53,OUT046,3011.2664856924903
1731,FDE28,OUT018,3334.1549638304987
1732,FDR19,OUT035,2467.7179138731317
1733,NCF54,OUT019,828.3775282437468
1734,FDZ08,OUT046,1357.8479075946084
1735,NCJ05,OUT018,2176.4098119282644
1736,FDF59,OUT046,2074.05919749521
1737,NCO05,OUT035,1759.5734194176991
1738,FDW24,OUT018,579.0281523938363
1739,NCX42,OUT018,2344.446767174414
1740,NCA53,OUT035,957.2780096232138
1741,FDI45,OUT019,973.1616744933754
1742,FDG46,OUT046,1831.6949156319124
1743,FDM20,OUT010,1988.5028075138657
1744,FDW11,OUT010,-870.5098360091408
1745,FDX08,OUT035,3053.2552974792193
1746,NCK17,OUT035,831.4176505608309
1747,FDK32,OUT018,2193.641629892583
1748,NCA42,OUT035,2654.8033040130767
1749,DRI01,OUT035,2847.31877331988
1750,NCL55,OUT049,4105.96567417723
1751,DRE25,OUT018,1226.452347662775
1752,FDD14,OUT017,3032.873438538664
1753,FDB10,OUT046,3730.1160416858397
1754,DRN11,OUT035,2430.566246047026
1755,FDP38,OUT018,627.1685255798302
1756,NCA30,OUT017,3040.7166921100124
1757,FDT15,OUT017,3067.6969575370977
1758,NCP55,OUT018,662.3372591546486
1759,FDF12,OUT035,2528.1268568924565
1760,FDM21,OUT018,3775.0626216923633
1761,FDX56,OUT035,3452.658432299737
1762,FDF10,OUT017,2404.562720890269
1763,FDT32,OUT045,2988.6533384272443
1764,FDM51,OUT018,1391.9848068772735
1765,NCR50,OUT018,2160.3051677296467
1766,FDI19,OUT049,3956.578460537412
1767,FDX21,OUT017,1841.3626038581283
1768,FDR31,OUT035,2517.40337965175
1769,FDY02,OUT013,4122.342688535752
1770,NCA29,OUT045,2623.165908045919
1771,NCX17,OUT046,3640.4808781890797
1772,FDM12,OUT045,2969.0351212036203
1773,FDI53,OUT027,3974.123587408156
1774,NCU30,OUT049,2689.266720974533
1775,FDC56,OUT027,3424.107705140007
1776,FDK27,OUT018,1736.4774024144554
1777,NCK18,OUT017,2730.407830394098
1778,FDB52,OUT019,2156.115269105753
1779,DRG25,OUT027,4431.144216820414
1780,FDZ13,OUT049,982.1503819367722
1781,FDB57,OUT019,1707.7908226067902
1782,FDR40,OUT046,1351.4696335409203
1783,NCO14,OUT019,-1171.0354504171398
1784,NCN19,OUT045,2950.698964348197
1785,FDQ28,OUT019,561.6126112403607
1786,FDO13,OUT018,2380.2692914687777
1787,FDK48,OUT013,1330.1764010873485
1788,FDU07,OUT018,2205.5002981732237
1789,FDW20,OUT046,2047.3575283643877
1790,FDV12,OUT010,-302.18342697772556
1791,FDH24,OUT013,2584.6256778295997
1792,FDV59,OUT049,3546.1101969121287
1793,FDK57,OUT045,1859.0793016562757
1794,FDL16,OUT027,2176.264601416311
1795,NCQ17,OUT046,2452.3147817107174
1796,FDJ15,OUT018,2649.3667312411217
1797,FDX24,OUT049,1650.3729614252939
1798,FDT47,OUT046,1600.3019174658427
1799,FDT10,OUT049,1108.709434649526
1800,FDZ37,OUT018,1203.9475908188501
1801,FDW43,OUT027,5141.459524320239
1802,DRN36,OUT017,1633.4092936601885
1803,FDJ14,OUT045,1291.6812878122091
1804,FDA32,OUT013,3532.694086782439
1805,FDJ38,OUT019,1170.4515175943448
1806,FDQ57,OUT017,2471.82158401991
1807,NCQ41,OUT019,1190.4246930680679
1808,FDG56,OUT049,1135.6332713277775
1809,DRC13,OUT027,3425.5193994722376
1810,FDV55,OUT035,2503.741965911085
1811,FDQ49,OUT045,2489.302254482072
1812,FDE29,OUT010,-967.1533176914027
1813,FDR03,OUT013,3335.170920395895
1814,FDD45,OUT049,1670.2430334861779
1815,FDN38,OUT010,2057.8053145607523
1816,FDT56,OUT046,997.6376250080486
1817,FDT48,OUT045,3126.897833980009
1818,FDU03,OUT049,2985.782486181788
1819,FDC56,OUT010,11.68750907888051
1820,NCO43,OUT027,3036.107879675201
1821,FDQ27,OUT017,1775.3013493314775
1822,FDR03,OUT046,3305.4556420199165
1823,DRH23,OUT010,-1069.9675821756687
1824,FDG22,OUT045,593.7500099423946
1825,NCJ42,OUT013,1680.3070609112992
1826,FDR24,OUT046,1489.1771808396757
1827,FDW60,OUT035,2975.906556590884
1828,FDJ08,OUT013,3083.4815380356536
1829,DRL59,OUT018,606.3544134916692
1830,FDG60,OUT010,1784.1312706601418
1831,FDW27,OUT017,2632.6022801823883
1832,FDX14,OUT018,952.5567964484599
1833,FDC20,OUT013,1022.2403277419767
1834,NCS29,OUT018,3872.7253486804384
1835,FDJ56,OUT046,1636.8173925813535
1836,FDB20,OUT019,-589.4319213901541
1837,FDL28,OUT027,5058.240843368339
1838,FDW01,OUT018,2187.8351392366303
1839,FDL03,OUT046,3169.49805063842
1840,FDX22,OUT049,3429.2700387295113
1841,FDJ21,OUT035,2465.889631235041
1842,FDR31,OUT045,2339.561684472724
1843,FDG21,OUT035,2737.837239385115
1844,FDS22,OUT027,2188.7884020590127
1845,FDK08,OUT035,1781.2396045127196
1846,FDE17,OUT018,2136.395248245416
1847,NCN30,OUT017,1628.737798573829
1848,FDT50,OUT046,1534.4578994849633
1849,NCX42,OUT049,2680.2115731979475
1850,FDJ12,OUT035,3464.3221543193495
1851,NCA18,OUT027,3298.3996381692796
1852,FDP23,OUT019,1577.4996728788378
1853,FDX12,OUT013,3885.89620325711
1854,FDN40,OUT018,2143.479652619961
1855,FDV48,OUT035,1437.5573113755356
1856,NCY54,OUT013,2692.4101242185666
1857,FDL16,OUT010,-1205.0660971838408
1858,FDR45,OUT018,3532.7075917755706
1859,FDJ52,OUT046,2570.479068599613
1860,DRG01,OUT017,1348.434062340842
1861,FDP52,OUT013,3677.02760890692
1862,FDU58,OUT017,3082.975311631055
1863,FDL02,OUT045,1664.36575664791
1864,FDG28,OUT013,3884.3421103784103
1865,FDA19,OUT035,2258.636633442115
1866,FDW46,OUT027,2545.528821705484
1867,NCD43,OUT049,1736.177204492345
1868,DRG39,OUT013,876.2801690088063
1869,NCF55,OUT049,682.0978230394181
1870,FDJ07,OUT046,1934.221480914494
1871,FDE08,OUT046,2448.451682764095
1872,FDP56,OUT019,-1013.5677145773931
1873,FDT45,OUT045,825.2886488518866
1874,FDF17,OUT018,2813.51259995381
1875,FDX44,OUT046,1479.675782016713
1876,FDM28,OUT027,4303.867395580049
1877,FDI36,OUT049,3257.031386380691
1878,FDS07,OUT045,1820.930387927961
1879,FDD36,OUT045,1853.1495638012148
1880,FDW11,OUT046,1028.8584835670238
1881,FDN40,OUT049,2544.6821050746503
1882,NCQ18,OUT049,1618.1396471627777
1883,NCQ54,OUT017,2730.6844846607955
1884,NCS42,OUT045,1371.453194075968
1885,DRH39,OUT010,-719.4118766005342
1886,FDC09,OUT027,3182.5590982502044
1887,FDT08,OUT010,543.2919684261806
1888,FDC08,OUT035,3776.5826447439013
1889,FDT20,OUT017,799.4405630818112
1890,FDS35,OUT035,1208.9841135597724
1891,FDX58,OUT018,2629.7322880479837
1892,FDW58,OUT046,1732.58832798378
1893,DRD27,OUT046,1597.9274118995017
1894,FDH32,OUT019,-282.0850803745353
1895,FDS26,OUT035,4258.995597715112
1896,FDQ31,OUT046,1463.525652591801
1897,FDP11,OUT018,3221.2037227145674
1898,FDD58,OUT017,1717.8648947236934
1899,FDM33,OUT045,3386.0425708959215
1900,FDZ16,OUT049,3165.0996552948964
1901,NCS29,OUT010,2245.8834943826546
1902,NCM18,OUT019,-960.1434964770776
1903,FDP11,OUT049,3594.3741834890466
1904,NCC42,OUT017,2358.216568841434
1905,DRM23,OUT046,2726.684987674763
1906,NCN55,OUT027,5212.551849706068
1907,FDK46,OUT013,4116.862916980942
1908,FDR01,OUT046,3200.811807886706
1909,NCA05,OUT045,2327.9969419517292
1910,NCP43,OUT017,2922.227477667478
1911,FDR12,OUT010,827.4129910115939
1912,FDQ01,OUT013,4096.596812206101
1913,FDM13,OUT046,2134.9725100195733
1914,FDQ19,OUT017,4008.39541911363
1915,FDK56,OUT019,1066.9040298288242
1916,NCX06,OUT010,967.3352321228513
1917,FDO56,OUT027,3412.8728835797956
1918,FDU45,OUT045,1755.674742868886
1919,FDI16,OUT019,-1035.449842222447
1920,FDL32,OUT046,1850.6592998049787
1921,FDA07,OUT046,2040.33063966505
1922,FDA14,OUT045,2253.302912579168
1923,FDV46,OUT027,3706.082895800443
1924,NCO07,OUT035,3509.062070501055
1925,NCP41,OUT046,1709.8509317558653
1926,FDY60,OUT018,2020.7798916678043
1927,FDN38,OUT017,4106.870525515837
1928,FDO15,OUT046,1264.8704331626916
1929,FDT60,OUT013,2010.026774154197
1930,FDA55,OUT035,3746.3608990856183
1931,FDE02,OUT010,-368.81226177897366
1932,DRJ39,OUT049,3578.8527122467176
1933,FDV34,OUT035,1384.1404383634274
1934,FDS20,OUT027,4429.0495190311985
1935,FDF02,OUT027,3142.4924990990885
1936,FDW40,OUT017,2373.330723587734
1937,NCB43,OUT046,2917.702163426882
1938,FDR58,OUT017,1588.7892420831135
1939,DRJ59,OUT035,837.9791257339252
1940,NCD30,OUT017,1674.5649436576678
1941,FDE14,OUT017,1740.5184288375021
1942,FDC28,OUT018,1455.8219213176844
1943,FDU16,OUT018,1085.3924105828735
1944,NCD19,OUT035,1048.2465772592634
1945,FDU21,OUT046,618.6991054716207
1946,FDV59,OUT027,4918.510702660394
1947,FDU03,OUT045,2865.919021497072
1948,FDC33,OUT010,1311.1846436217766
1949,NCR42,OUT035,712.7931368813805
1950,DRH59,OUT035,1374.7399488677995
1951,NCM31,OUT035,2417.0074735527824
1952,FDS50,OUT035,3639.3996018589396
1953,FDP39,OUT046,897.1486446418289
1954,FDQ55,OUT013,1971.200048497683
1955,FDV36,OUT019,134.00863027138382
1956,FDI05,OUT027,2676.134001602082
1957,FDS45,OUT027,3192.8061270216804
1958,FDA39,OUT045,629.2439465216285
1959,FDC37,OUT010,-139.63558798690707
1960,FDJ60,OUT027,4118.457435050341
1961,DRQ35,OUT046,1975.850054192133
1962,NCJ06,OUT046,1895.3691913125963
1963,NCY42,OUT018,2006.9703617759328
1964,DRM37,OUT049,3210.006138357855
1965,FDR14,OUT045,738.5485664517666
1966,FDE51,OUT049,806.8357847704278
1967,FDT33,OUT017,2770.5815322975627
1968,FDR08,OUT013,1900.2233329016685
1969,FDE36,OUT010,707.3372468125494
1970,FDL22,OUT019,-420.4419720330844
1971,FDR44,OUT013,2175.3317787939145
1972,FDI56,OUT019,-417.5181528790355
1973,FDE47,OUT010,160.24723052723374
1974,FDV27,OUT010,-432.6819991594371
1975,FDV10,OUT049,809.3196726526303
1976,FDC40,OUT045,1182.7371735303345
1977,NCX41,OUT013,3373.5662208879053
1978,NCQ38,OUT027,3135.1348253493406
1979,FDV12,OUT027,3093.44271370808
1980,FDE52,OUT017,1519.3854893511443
1981,FDG20,OUT027,4292.393842233625
1982,FDV16,OUT027,2024.6570889886975
1983,FDI32,OUT017,1959.6837762527944
1984,FDJ32,OUT049,1184.7340708108723
1985,FDN39,OUT018,2446.777334688076
1986,FDY34,OUT017,2787.802384364029
1987,FDC14,OUT035,895.3856697933852
1988,FDA55,OUT017,3713.3602161177528
1989,FDZ50,OUT010,938.7753536179066
1990,DRG13,OUT049,2714.5498597803526
1991,FDP01,OUT013,2506.1850652325043
1992,NCG54,OUT017,2806.694810247542
1993,FDM13,OUT045,2076.823487246572
1994,NCO18,OUT027,4262.121014128736
1995,NCW41,OUT013,2527.9945769477213
1996,FDM52,OUT027,3815.142349099883
1997,NCF55,OUT035,719.2619794049256
1998,FDT09,OUT046,2125.387021915302
1999,NCM19,OUT035,1908.1650383300903
2000,FDW12,OUT018,2106.9028219116103
2001,FDP15,OUT019,2158.5929949696883
2002,FDK36,OUT045,776.8667710425385
2003,FDZ25,OUT035,2931.3094334746415
2004,NCW06,OUT049,3130.4282277169023
2005,FDW60,OUT046,2870.2168572389046
2006,DRC49,OUT013,2328.017914632683
2007,NCT17,OUT035,3149.193912690077
2008,NCN06,OUT018,2289.3134061359383
2009,FDC45,OUT013,2776.082580440106
2010,DRJ47,OUT019,833.4148696264438
2011,NCF06,OUT045,3986.8028249138515
2012,FDE21,OUT010,32.354957456877116
2013,DRG27,OUT013,683.6590408839868
2014,FDW40,OUT049,2339.6315615292215
2015,NCO53,OUT046,2894.3224313514934
2016,FDE23,OUT049,891.7637151415156
2017,FDQ16,OUT046,1748.275669352594
2018,FDS26,OUT045,4000.1834730377923
2019,FDZ13,OUT010,-1112.3179002153208
2020,FDS14,OUT049,2567.3955160825017
2021,FDC10,OUT045,1843.6130001896222
2022,FDY16,OUT049,3045.376182836297
2023,FDJ20,OUT035,2197.7269426645844
2024,FDV43,OUT035,910.5760522198732
2025,FDZ32,OUT027,3214.320161852961
2026,FDR23,OUT046,2800.1797810885223
2027,FDN24,OUT035,1029.1740192757425
2028,FDE34,OUT027,4349.7583794053
2029,FDU31,OUT013,3545.5843638125593
2030,FDW33,OUT018,1446.4091044706347
2031,FDU26,OUT046,1866.7154685211976
2032,FDE20,OUT027,4216.728872713115
2033,NCW05,OUT035,1816.1509903134518
2034,FDB22,OUT018,2167.983410348187
2035,FDO56,OUT046,1922.1512383327731
2036,FDA19,OUT027,3579.8596182315177
2037,DRI39,OUT045,824.5223525060374
2038,FDH52,OUT018,713.3872405996062
2039,FDZ50,OUT035,3018.341125077825
2040,NCN42,OUT035,2471.939125521392
2041,FDB53,OUT013,2370.0605451474353
2042,DRG11,OUT017,1856.0135769944877
2043,DRK11,OUT027,3841.621635331652
