Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
NCK17,-1229.83173489,OUT010
FDF39,4337.89610139,OUT035
FDU45,-71.3415061189,OUT010
NCJ18,1554.07636358,OUT018
DRC27,1967.55379052,OUT019
DRC25,1514.92154062,OUT035
FDU59,2697.53311685,OUT035
FDU28,3190.13555932,OUT035
NCP30,678.225574635,OUT046
FDB39,642.438534583,OUT018
FDE41,1487.81195285,OUT013
DRH11,-1011.79946939,OUT010
FDA58,3668.22793889,OUT045
FDU50,1904.83096868,OUT046
FDM34,2105.96713394,OUT013
FDM44,3096.79879609,OUT027
FDR39,2849.38747035,OUT045
FDM25,2765.25960283,OUT045
FDQ49,2637.94940814,OUT049
DRH25,596.775997051,OUT018
FDM09,4198.85566126,OUT027
FDL44,685.413065779,OUT019
NCR42,262.891909648,OUT018
DRL59,869.013334845,OUT046
FDX43,2719.28086628,OUT013
DRK47,1649.39693407,OUT010
FDU48,1827.23008411,OUT018
FDY12,800.953771316,OUT045
NCN43,1673.38968302,OUT018
NCM55,2614.90863785,OUT018
FDQ21,3439.48502149,OUT027
FDX13,4111.34723134,OUT035
NCK30,5421.03146122,OUT027
FDG20,2910.47694173,OUT049
DRG27,762.880756035,OUT017
FDY14,3886.23486527,OUT018
FDP59,1838.71715886,OUT035
FDU60,2838.64217967,OUT017
NCC18,768.497675228,OUT019
DRJ39,3543.1810825,OUT017
FDS07,1927.23103268,OUT049
FDM08,5020.10143784,OUT027
FDP51,1897.3769322,OUT045
FDU16,1535.43278354,OUT035
FDH12,1735.02758622,OUT013
DRE48,1201.85439847,OUT010
NCL42,5290.37928164,OUT027
FDR21,2747.29589236,OUT045
NCW29,2220.76146446,OUT035
FDO11,4030.22602736,OUT013
NCM31,2326.50006307,OUT049
FDV35,549.988581046,OUT019
FDF58,1138.18773173,OUT017
NCE43,2744.01763893,OUT049
FDA02,2483.95479137,OUT035
DRL37,-1166.81887846,OUT010
FDR24,1241.12503667,OUT018
FDW59,1458.85679922,OUT049
FDS22,907.88295677,OUT049
FDW24,933.96641004,OUT017
FDU24,1715.36592695,OUT035
FDA21,4430.72464922,OUT027
FDH58,3350.76072705,OUT027
FDW36,1396.45238737,OUT018
FDI45,4205.27586404,OUT027
FDU01,2729.61670056,OUT018
FDF35,3190.69193607,OUT027
FDU43,1909.32724349,OUT019
FDE24,383.587458663,OUT019
FDK50,2705.13992759,OUT049
FDG31,977.53345807,OUT045
FDC60,1417.28600621,OUT045
FDL36,1484.66773841,OUT013
FDP21,3081.81802486,OUT013
FDW16,1439.76908293,OUT045
FDX02,3662.96592739,OUT017
FDQ58,3942.29678514,OUT027
FDT51,1828.30708891,OUT046
FDD59,1439.94973832,OUT049
NCM42,1456.10454641,OUT018
FDA57,418.638254721,OUT018
FDZ48,1946.17100238,OUT035
FDE46,2370.39431505,OUT045
NCZ30,27.380808033,OUT019
FDB56,3143.04740262,OUT017
FDA25,3180.55247827,OUT027
FDD20,2050.71655769,OUT013
FDL25,1556.70399111,OUT013
NCO18,2885.19674439,OUT049
FDJ45,698.667850587,OUT017
FDR12,2895.70673313,OUT035
NCF19,-1148.46155309,OUT010
FDK25,2666.96543347,OUT046
NCR17,1816.1813839,OUT046
FDC52,2480.25851713,OUT046
NCA54,2958.52293506,OUT017
FDR45,1891.83155198,OUT010
NCM19,1907.33030679,OUT049
FDF39,5665.72788362,OUT027
FDX23,1663.40337336,OUT049
FDD58,3053.86736947,OUT027
FDX28,1664.7880411,OUT013
NCD31,2598.32924468,OUT013
FDU57,2156.30719856,OUT018
FDI27,818.533495795,OUT046
NCM42,1717.03222869,OUT046
FDD32,2819.12647639,OUT027
FDI34,3684.92134048,OUT013
NCM29,2156.43958385,OUT049
FDG46,1579.24972684,OUT018
DRC01,-1054.02449098,OUT010
FDB15,5585.93301044,OUT027
NCA17,3838.82830117,OUT027
FDF10,2399.23903955,OUT046
FDR26,4292.25594467,OUT027
FDI02,1933.76926157,OUT049
NCM54,108.480124446,OUT010
FDF14,2451.44277647,OUT013
FDJ33,51.6636488118,OUT010
FDM20,4038.90969091,OUT035
FDC03,4591.87994504,OUT027
NCX05,1831.04546546,OUT046
NCM41,2920.14275319,OUT027
NCU29,419.54929069,OUT010
FDQ59,1517.32015456,OUT017
FDH46,-229.185258659,OUT010
FDH09,884.210298251,OUT013
NCD06,677.670316004,OUT045
FDC15,2596.40688782,OUT035
DRD37,2210.77924503,OUT027
FDT28,3830.17156283,OUT027
FDR28,4102.26034835,OUT027
FDT38,1508.48611806,OUT017
FDV34,2729.69264817,OUT027
FDY52,1191.61329018,OUT035
FDB34,1432.17378369,OUT013
DRL23,1416.45339672,OUT018
DRB24,2454.20123378,OUT046
FDJ50,902.450350182,OUT046
FDQ49,2653.32491533,OUT035
FDP20,2147.48917911,OUT035
FDV19,4026.6020437,OUT027
NCR54,3017.09314286,OUT045
FDO09,2235.10888138,OUT010
FDS57,2005.52278976,OUT018
FDN10,1992.24766878,OUT049
FDV23,2104.32856672,OUT049
FDY28,3536.99282852,OUT049
DRG51,2609.18804401,OUT013
FDD45,-394.965866357,OUT019
NCL18,4457.70967385,OUT027
NCM29,2098.52721879,OUT013
FDF17,4564.63770434,OUT027
FDE22,2673.63833348,OUT017
FDQ22,755.837181623,OUT017
FDS01,2894.71244135,OUT013
FDW35,2173.57111993,OUT027
FDJ33,2020.93055733,OUT046
NCF54,2844.01532899,OUT035
FDE09,1808.52964906,OUT013
NCE06,2459.5767475,OUT045
DRH49,1412.96508862,OUT049
FDY43,2646.81704584,OUT045
NCT05,4108.01717923,OUT017
FDZ34,2984.89990808,OUT045
FDL38,1569.2413116,OUT017
FDZ31,3165.83310545,OUT017
FDR14,1041.51906684,OUT035
NCN54,1360.16007267,OUT049
NCC42,3655.91307887,OUT027
FDK08,1745.30978805,OUT017
FDP59,1771.66554885,OUT013
FDV22,2696.25693403,OUT035
FDD33,3853.77891916,OUT035
DRE60,5005.00954363,OUT027
FDK52,3594.84953741,OUT046
FDA02,2481.62042041,OUT017
FDM56,1857.05784107,OUT049
FDE57,2412.05359004,OUT035
FDM32,1394.55197589,OUT045
NCQ30,3372.5394842,OUT027
FDQ27,3188.3149369,OUT027
FDT60,3442.09089797,OUT027
FDU43,3944.12656513,OUT049
NCO55,1821.74896639,OUT035
FDG02,2967.83966091,OUT045
FDJ28,3071.62772957,OUT013
FDP40,1773.58328338,OUT045
FDJ38,3006.52469748,OUT045
NCC54,3881.5688886,OUT017
NCZ41,1996.45932432,OUT046
FDK38,431.385083396,OUT019
FDU52,2507.81709178,OUT013
FDC40,1289.79582729,OUT046
NCR30,1290.6324338,OUT017
NCN18,1886.41911201,OUT017
FDB50,1401.00001909,OUT035
FDG04,3025.68982701,OUT013
FDR26,2964.36141668,OUT035
NCT17,2692.91334315,OUT018
FDX35,5076.26185373,OUT027
FDS12,2009.44277411,OUT046
NCZ29,3434.51116768,OUT027
FDB38,735.175702553,OUT010
FDP12,716.007078938,OUT013
FDP22,909.612579685,OUT046
FDS26,3835.95513244,OUT018
FDR52,3077.43406518,OUT046
DRJ13,2548.36562735,OUT046
FDU48,3538.7362165,OUT027
FDE29,1124.99537208,OUT035
NCT29,2018.43627042,OUT049
DRK37,2729.44872046,OUT018
FDK55,1427.77901191,OUT046
FDR07,1544.69709778,OUT046
FDO21,5056.08683982,OUT027
FDK46,4220.22785162,OUT049
FDB12,1651.97641502,OUT045
FDT31,4453.30440707,OUT027
FDJ33,1954.32164357,OUT045
FDC26,3200.54753912,OUT027
NCQ02,2907.89623678,OUT045
FDP08,1172.23195093,OUT010
FDB11,5022.81045236,OUT027
FDV55,2369.75803528,OUT013
FDW20,2063.25281371,OUT049
NCJ18,-42.7253489125,OUT019
FDC41,939.255037155,OUT018
FDE14,3137.7712877,OUT027
FDG35,2890.85423311,OUT013
FDF45,1152.11574088,OUT035
FDS19,2761.93419675,OUT027
FDS58,705.141359869,OUT019
FDA26,3629.67654606,OUT017
FDM32,1546.56766065,OUT049
FDL45,2025.72920858,OUT046
FDZ55,2652.14143959,OUT049
FDY37,2406.30618602,OUT049
FDO46,3086.5857768,OUT046
FDQ60,1947.07033743,OUT046
FDA19,1815.18117305,OUT018
FDL15,2456.34169757,OUT046
FDM10,3096.82380735,OUT018
NCL05,816.724490829,OUT017
DRK49,-1199.20583414,OUT010
NCE18,5414.72974245,OUT027
FDG40,689.863919957,OUT049
DRI59,3446.4300687,OUT045
FDK28,4186.69116464,OUT035
NCD06,-1166.78508104,OUT019
FDO11,2099.06106909,OUT019
FDK27,1926.72996448,OUT046
FDT43,2294.03237843,OUT027
FDD38,1425.59627069,OUT018
FDA16,3597.05533665,OUT049
FDL14,3946.55008153,OUT027
NCM17,805.230103894,OUT049
FDD20,1943.29634844,OUT045
FDA40,1402.71966114,OUT045
FDL43,1205.53011236,OUT045
FDV15,1565.90435873,OUT045
FDE52,1514.5188488,OUT046
NCL17,339.801237035,OUT010
NCJ31,3656.48132811,OUT045
FDR60,1198.62968462,OUT045
NCA18,1973.00191213,OUT035
FDS21,2537.5548901,OUT027
FDW09,1469.17649118,OUT035
FDL26,2606.92006742,OUT035
FDS47,1161.16076179,OUT018
FDC39,3276.77522322,OUT046
FDT51,1978.91907557,OUT035
FDK40,4330.00206051,OUT035
NCG19,3614.39129558,OUT045
FDZ07,1065.72390409,OUT046
FDF08,2932.92513454,OUT027
FDO04,971.568911647,OUT013
FDK41,1057.41156203,OUT018
FDP15,4141.53814187,OUT049
NCD43,1392.93189721,OUT018
NCP18,2381.93160932,OUT013
FDZ51,1557.07616522,OUT046
DRH13,1878.80378582,OUT035
FDF38,667.179905556,OUT045
NCI43,740.041882647,OUT045
FDM38,2392.63694339,OUT027
FDS03,1086.62781789,OUT013
DRJ47,2809.82526035,OUT017
FDT50,-317.077186405,OUT010
FDV02,2746.44948021,OUT046
NCG18,1758.03845532,OUT017
FDW52,2670.51793498,OUT046
FDS40,774.610303868,OUT035
FDN31,3129.60215938,OUT017
FDA37,1945.66255288,OUT045
FDA15,3954.88374707,OUT046
FDL39,2911.69638839,OUT046
FDJ53,1880.22965182,OUT045
FDX22,3409.20883277,OUT013
NCZ42,3692.7769628,OUT045
FDD56,4276.42713742,OUT027
FDD40,3223.04326771,OUT017
FDS50,3526.64045916,OUT013
NCN14,2926.89291332,OUT013
FDT15,2980.41615429,OUT013
NCS18,3170.16314333,OUT027
NCO26,-109.857320054,OUT010
FDF58,755.386747432,OUT018
NCB19,1397.03987667,OUT013
FDH26,2401.59592705,OUT017
DRB24,3882.87203519,OUT027
FDA49,1118.64046903,OUT018
FDB32,1480.52394871,OUT045
FDI36,3267.46034022,OUT017
NCA17,473.663672161,OUT010
FDH22,2022.70655413,OUT013
NCM26,2151.85741892,OUT018
FDT15,4400.27676513,OUT027
FDB16,1142.83967793,OUT018
NCP54,3411.20986623,OUT027
FDJ36,1705.80839014,OUT013
FDO28,1855.64084536,OUT045
FDU09,971.287654671,OUT013
FDF29,2215.13791704,OUT017
FDY08,2286.69358795,OUT013
DRJ59,356.87700232,OUT018
FDT23,2780.49875348,OUT027
FDU15,428.496979789,OUT018
FDT47,1650.83658054,OUT013
FDI53,679.182864976,OUT019
FDR59,3902.90157148,OUT018
FDD53,836.696826505,OUT035
FDY51,3581.62687184,OUT017
FDT04,751.798607886,OUT049
FDU51,2946.0664771,OUT049
FDG14,2610.14709229,OUT035
NCU06,3550.29343236,OUT045
DRG25,2948.76683283,OUT046
DRH49,1504.55642025,OUT035
FDN15,2376.61983307,OUT035
FDL43,973.835100601,OUT018
NCT18,2961.88555922,OUT049
NCB31,4105.55013737,OUT013
FDK57,2065.18816436,OUT035
FDY04,741.655110623,OUT019
NCP54,1932.7369275,OUT046
FDF41,3868.94839824,OUT013
FDM01,1623.64495933,OUT045
FDW03,1656.73561952,OUT045
FDF28,1941.82456049,OUT045
FDY37,2419.37493007,OUT017
FDQ03,3899.94021916,OUT017
FDP51,3409.86119576,OUT027
FDJ40,1936.07488638,OUT017
FDC32,1596.08941686,OUT049
DRI49,2738.21926581,OUT027
NCW54,1002.54186313,OUT017
FDF09,758.486213865,OUT017
FDP45,3728.1422802,OUT018
DRJ23,2688.65332756,OUT018
FDS59,1930.46675031,OUT017
FDY08,2231.11440756,OUT046
FDX16,2461.77344138,OUT049
FDY16,2706.67689256,OUT018
FDK32,2629.55087541,OUT035
FDQ22,712.835805795,OUT013
NCC31,2190.14288588,OUT018
FDG58,2591.02617746,OUT049
DRF48,3041.18972844,OUT013
DRH36,1293.29828405,OUT049
NCR30,1348.99333304,OUT035
FDB03,1924.26034888,OUT019
FDZ28,3516.41717606,OUT027
FDR35,3262.34646767,OUT017
DRD15,5106.89594516,OUT027
FDJ33,115.229247923,OUT019
FDA56,31.4912163592,OUT010
FDP56,805.535204245,OUT046
NCT30,769.039406683,OUT046
FDK15,1707.63500106,OUT017
FDH44,2121.48618154,OUT018
FDV01,2539.57251968,OUT013
DRG03,2515.58010842,OUT017
FDG50,2907.96514712,OUT027
FDR16,1522.39296963,OUT010
FDZ60,1721.03910519,OUT046
DRG03,2372.29853189,OUT045
FDS56,3933.9268552,OUT018
FDU33,712.556199329,OUT045
DRD27,1752.65543067,OUT035
FDW22,3582.29410142,OUT046
DRA24,2554.546877,OUT045
FDF38,814.533273819,OUT049
FDX48,2531.79359095,OUT013
FDS58,2340.62606214,OUT018
FDC32,1490.44453498,OUT046
NCQ29,4024.6589336,OUT045
DRK39,1091.47681949,OUT018
NCS38,1920.17883156,OUT017
DRO47,1810.86855071,OUT013
DRG27,2146.06912,OUT027
FDC57,4525.51221437,OUT027
FDS55,2337.62697075,OUT046
NCJ06,1619.22934973,OUT018
FDO01,225.713015777,OUT019
NCM55,2849.73249335,OUT045
FDC52,2584.39771026,OUT049
FDQ15,1264.91646116,OUT045
NCT30,2210.26823992,OUT027
NCR42,1989.86498271,OUT027
FDD28,1110.53759955,OUT035
FDQ34,1757.85914664,OUT049
FDZ12,3726.38337063,OUT027
DRE13,-512.721981547,OUT019
NCN07,203.919110784,OUT019
FDM28,3013.16626805,OUT035
FDI10,2871.2339403,OUT017
FDQ25,2787.6626218,OUT013
FDA38,1905.27344009,OUT010
DRI13,3521.65879236,OUT049
FDY20,2947.49467343,OUT027
NCZ53,3093.64928408,OUT035
NCM31,2299.71883029,OUT013
DRB01,3087.01609812,OUT017
DRF37,4139.77268302,OUT046
NCF42,2854.73545327,OUT049
FDF16,2086.72702429,OUT018
FDB41,861.595221213,OUT013
FDR34,3675.60773765,OUT013
FDR15,2246.30391407,OUT018
NCV42,-125.838044807,OUT019
FDW51,3533.64453419,OUT035
FDU36,1683.20000734,OUT017
FDX60,1415.83607344,OUT049
FDY03,1993.6039982,OUT035
FDW55,3919.0916726,OUT045
FDT01,1465.00289485,OUT010
FDG58,2537.79905388,OUT013
FDK21,4052.06952254,OUT017
NCS41,989.790745491,OUT019
FDS10,2830.62190185,OUT045
NCT53,2607.14556298,OUT046
FDJ28,2764.53328618,OUT018
FDX44,1355.12134628,OUT045
FDT20,382.284312002,OUT018
FDO44,1880.48476733,OUT017
NCX17,3775.3371659,OUT049
FDY01,1995.49387039,OUT017
FDJ12,4813.21640078,OUT027
DRK35,328.198230135,OUT018
FDD47,782.502211947,OUT019
NCM53,1827.9291805,OUT035
FDO45,1493.57451227,OUT013
NCM42,-173.357349238,OUT010
FDE04,2909.11932875,OUT046
NCI30,5331.74034858,OUT027
FDZ19,2797.26943284,OUT013
FDW57,2893.93703621,OUT013
FDA25,1724.84928248,OUT013
FDT22,962.802092737,OUT046
FDP51,1972.86253317,OUT013
FDD48,3320.69502886,OUT027
FDY39,3090.76130766,OUT035
FDO48,1648.67648438,OUT010
FDD23,4443.91258578,OUT027
DRN35,2062.9633573,OUT027
FDT01,3553.78436227,OUT035
FDC20,-991.302682674,OUT010
DRJ35,1171.15617415,OUT035
FDB32,1519.09837696,OUT046
FDL24,2806.76046273,OUT046
NCV42,1925.47676749,OUT035
FDZ46,1759.23293198,OUT046
FDC15,2484.25153953,OUT013
FDD08,-1249.70663158,OUT019
FDY50,1529.20355303,OUT049
FDD36,1949.66333656,OUT013
FDG57,2264.21449724,OUT027
FDL21,469.000981981,OUT018
FDN16,3134.60310789,OUT027
FDJ09,2247.73195199,OUT027
FDS01,951.889652102,OUT010
FDV33,4262.75344158,OUT017
DRE12,1933.14485613,OUT017
FDR07,1592.4796164,OUT013
FDP48,1041.11432075,OUT010
NCB55,1050.01020134,OUT035
FDQ08,1062.39314331,OUT013
FDR34,3843.79573743,OUT035
FDO33,1802.29154885,OUT046
FDP13,606.075860117,OUT045
FDX12,3991.37739985,OUT049
NCT06,2727.79340525,OUT049
FDR16,1478.00459953,OUT019
FDE36,2672.58322816,OUT046
FDZ36,3073.72151365,OUT049
FDV13,1412.07292966,OUT045
NCZ17,740.803302902,OUT035
FDU56,2878.78006157,OUT045
FDM09,2889.56602819,OUT035
FDV02,2840.28863082,OUT017
FDS34,1579.57083732,OUT018
FDA11,1640.50890981,OUT049
FDP09,3457.44699464,OUT017
FDB29,3336.25562207,OUT027
FDT19,2874.12729588,OUT017
DRH15,827.531484083,OUT017
FDY38,3723.9723631,OUT046
FDF14,3882.14188997,OUT027
FDN48,-415.998211356,OUT010
FDQ12,3678.34170554,OUT013
NCJ43,2666.39060084,OUT045
FDE17,586.125135049,OUT019
FDB05,4067.18112643,OUT035
FDH10,2988.03414157,OUT045
NCR06,784.145105288,OUT017
FDU32,1693.67580186,OUT018
FDD56,2883.25055261,OUT049
FDO36,2602.43091921,OUT018
FDH16,-430.877066126,OUT010
FDX10,368.13056252,OUT018
FDZ37,1596.04924316,OUT017
FDU31,1578.33198844,OUT010
DRC49,2342.31048635,OUT049
FDL15,2361.74719239,OUT045
FDN32,1026.20586474,OUT019
DRH59,2652.50804872,OUT027
NCU29,2424.22930966,OUT049
FDR37,1020.59423156,OUT019
FDS14,2231.53058647,OUT018
FDU02,5032.83414733,OUT027
FDJ08,3188.66732233,OUT035
NCZ06,3902.38307171,OUT045
FDO31,1465.01323629,OUT049
FDH31,1443.61632838,OUT018
FDS58,2703.19766075,OUT017
NCA53,2258.62682676,OUT027
FDF50,3132.57680381,OUT046
NCW42,3593.39764133,OUT049
NCQ17,2378.91566999,OUT045
FDK51,3910.42678456,OUT018
NCW41,589.978345305,OUT010
NCR29,987.650711523,OUT017
FDB08,672.669967043,OUT019
FDA40,2884.63537015,OUT027
FDL14,2277.09783131,OUT018
FDB47,3281.89977382,OUT046
FDO03,3807.76385932,OUT035
DRK13,1189.12220356,OUT019
FDX13,2012.88773249,OUT010
FDF52,2905.12181946,OUT046
FDT11,3063.29032465,OUT013
FDB08,2591.94431336,OUT013
FDQ28,2248.25074389,OUT018
FDD29,3929.36385157,OUT045
NCQ29,5543.37658837,OUT027
NCO02,1078.26074495,OUT013
FDR56,1215.13146401,OUT010
NCM54,2080.04869733,OUT049
FDP51,2053.91465151,OUT035
FDT38,1412.62774575,OUT013
FDZ20,3730.21749783,OUT018
FDJ53,1957.27240551,OUT013
FDX13,4036.84732477,OUT049
FDP58,3621.59502589,OUT035
NCK31,-1055.04203945,OUT019
FDA35,1745.58193493,OUT018
FDV37,2908.57346264,OUT018
NCO07,4813.73147218,OUT027
FDA20,2906.72790833,OUT045
FDZ59,2848.9300586,OUT035
NCY17,834.686555892,OUT017
FDQ28,2627.93955311,OUT035
FDV35,2550.34155448,OUT017
FDQ36,681.790770353,OUT013
FDD34,2333.41704986,OUT018
FDK51,4131.37102715,OUT045
FDV31,2931.45381841,OUT035
FDR04,1709.87016756,OUT035
FDR14,988.739535912,OUT049
DRC36,888.837701668,OUT010
FDE39,44.973118207,OUT019
FDP57,1789.42282236,OUT049
FDE57,2264.55395578,OUT046
NCN18,1778.5156724,OUT046
NCQ05,2115.24455957,OUT018
FDW47,2066.53351972,OUT035
FDV46,2364.22803318,OUT035
NCP29,927.528483262,OUT045
FDE09,1510.74134714,OUT018
NCU06,5050.31861228,OUT027
FDT19,856.690543995,OUT010
DRF15,2520.47550816,OUT017
DRI51,2732.52659674,OUT013
NCX54,1683.86278428,OUT013
DRE01,3804.5015499,OUT013
NCB07,2998.73776347,OUT045
FDU50,2030.54874509,OUT035
FDG40,733.255584663,OUT035
FDW10,2521.26672394,OUT018
FDX51,3157.9032324,OUT013
NCP17,977.411856873,OUT045
FDP21,3167.54392036,OUT035
FDL04,1614.67424233,OUT045
FDV23,1999.77192953,OUT013
FDF24,1369.58498982,OUT046
FDH56,3314.90717217,OUT027
FDB51,1122.88125345,OUT049
FDI58,3031.15798543,OUT027
FDR20,882.392611041,OUT013
FDC51,1754.56033091,OUT018
FDB16,2857.35158972,OUT027
FDE40,1136.664734,OUT049
NCM17,850.182617209,OUT035
FDU56,3096.46846123,OUT035
FDS32,410.320680068,OUT019
FDX02,3651.459511,OUT049
FDT39,3931.82982408,OUT027
FDE35,1101.46529871,OUT017
NCI42,1420.22522072,OUT019
DRL23,1696.04118048,OUT046
FDA10,1948.16864433,OUT046
FDA11,1577.94588191,OUT013
NCM06,2432.56663655,OUT046
NCT05,4194.29850815,OUT035
NCQ02,1044.49380004,OUT010
NCY06,2144.24899551,OUT049
FDY56,3734.25079656,OUT035
FDL02,1859.48917712,OUT035
NCI06,2946.53490118,OUT035
FDQ14,2319.40291264,OUT045
FDQ12,3713.49394771,OUT017
FDP36,898.385596108,OUT046
FDK21,5421.10869059,OUT027
FDO40,2295.50544378,OUT045
NCK54,-68.7993084021,OUT019
FDY09,2541.63023351,OUT018
NCW30,4198.36541784,OUT049
NCC55,2050.31699377,OUT027
FDE58,1638.77903605,OUT018
FDR39,2957.52749019,OUT013
FDU28,3100.90961966,OUT049
FDH08,3712.56692883,OUT017
FDG35,2790.57843806,OUT045
FDG22,748.158032299,OUT049
FDC34,2656.36189403,OUT035
FDP15,3757.82930681,OUT018
FDK34,1889.04481329,OUT010
FDU45,2045.15400259,OUT035
FDQ04,2122.66700946,OUT027
FDX22,3089.60603882,OUT018
FDB45,1781.27262831,OUT017
NCH43,4849.34573833,OUT027
DRE60,3507.7022852,OUT046
FDD17,5190.26089647,OUT027
NCM54,2116.44117466,OUT017
NCH55,2049.64334716,OUT013
NCT06,2714.43284124,OUT017
FDA48,4946.75836011,OUT027
FDY58,5059.2811547,OUT027
FDO25,3261.02475533,OUT045
FDN50,1522.01804537,OUT045
FDH35,2776.31743587,OUT035
FDK09,3516.12889578,OUT045
FDO16,1378.17809446,OUT013
FDW11,982.784880127,OUT045
FDU47,3727.48694638,OUT027
NCQ42,127.149940345,OUT010
FDK55,2901.6026502,OUT027
FDN08,2006.28251887,OUT049
FDT57,3696.91367103,OUT045
FDJ12,3055.10610031,OUT018
DRL59,964.425403016,OUT017
NCN53,576.500640895,OUT046
FDO51,-1113.79839818,OUT010
FDK56,3091.36630425,OUT017
FDY12,1046.18147301,OUT035
FDU15,825.989719133,OUT035
FDQ19,3894.52088383,OUT046
DRF15,2378.71811556,OUT045
DRE25,-430.560200933,OUT019
FDK57,1644.32688249,OUT018
FDD33,1758.63017007,OUT010
FDR34,5115.65514529,OUT027
FDU04,1904.91380677,OUT045
FDE35,-834.808335259,OUT019
NCD31,2715.17569276,OUT035
FDJ56,1729.59976437,OUT035
NCU53,2600.79895317,OUT046
FDD39,3543.61320648,OUT035
NCU17,-256.671746344,OUT019
FDJ20,2002.96482337,OUT046
NCW41,2213.26442207,OUT018
FDL52,839.665569442,OUT035
FDS39,2407.59743731,OUT035
DRJ47,2677.43508849,OUT045
FDP13,-1227.95956266,OUT010
DRK39,-558.366450365,OUT010
FDF28,147.963888308,OUT010
FDB09,1937.25323008,OUT045
FDM51,1668.57333327,OUT046
DRM49,501.704972498,OUT018
DRF23,2804.6870127,OUT013
DRH01,2862.21696101,OUT035
FDH12,3164.26145956,OUT027
FDA28,151.756243711,OUT019
FDW37,1188.3485458,OUT018
FDF02,1661.73326501,OUT046
DRL37,724.946901689,OUT046
NCF43,2250.83910016,OUT046
FDH08,1700.71852036,OUT010
FDR34,1786.9494134,OUT019
NCK19,3153.98390903,OUT049
NCD55,423.773025512,OUT018
FDT27,3826.65956843,OUT049
FDQ57,2300.1828885,OUT045
FDA47,2764.24193903,OUT035
DRG15,2483.57818689,OUT027
FDE05,2101.62990497,OUT018
FDN46,1652.7263847,OUT046
FDX27,2986.73566571,OUT027
FDT51,1755.51042329,OUT045
FDU33,803.642375721,OUT013
FDJ16,2424.78204423,OUT027
FDD20,111.783765478,OUT019
FDT36,681.297917442,OUT049
DRF15,3869.32096762,OUT027
FDN52,-473.453902719,OUT010
FDC22,4509.46654194,OUT027
FDX15,2472.23066721,OUT045
FDT13,3015.74767539,OUT013
FDU04,2074.75474476,OUT017
FDU31,1572.99022174,OUT019
FDW59,2851.80806833,OUT027
NCO29,2603.69456833,OUT046
FDL15,2571.17139931,OUT035
FDI41,2461.14939332,OUT049
FDQ48,1745.10489041,OUT049
DRI39,927.429428974,OUT013
FDI08,4036.94832813,OUT013
FDC21,1907.80290136,OUT049
FDF58,1190.21453644,OUT035
FDS08,905.165636099,OUT010
FDE47,1909.28143117,OUT045
NCP18,514.461956943,OUT019
NCR41,1581.23646347,OUT013
FDA27,4099.55231147,OUT013
FDA43,3215.56547788,OUT035
FDA49,1331.69063169,OUT045
NCE55,2516.31420676,OUT018
DRM49,2241.22846524,OUT027
FDF22,4836.59129389,OUT027
FDQ15,1064.29831615,OUT018
NCS54,2864.89694828,OUT017
NCY05,625.995425501,OUT013
FDR45,3800.16337353,OUT046
FDK57,2051.37431701,OUT049
FDF41,1971.37643846,OUT010
FDV21,1990.73124993,OUT046
FDD51,763.99885361,OUT046
FDF33,1779.66488741,OUT046
FDA38,3771.61087887,OUT046
FDR56,3068.62900348,OUT045
NCN41,2022.60881588,OUT017
FDC60,2900.28011705,OUT027
FDB47,3221.53040052,OUT045
DRH01,2792.05740461,OUT013
FDW08,1685.77324766,OUT046
FDF38,2170.19732166,OUT027
FDY32,2674.60573301,OUT017
FDG34,1913.44426432,OUT049
FDG47,2213.88450877,OUT019
NCF18,3116.35802263,OUT035
FDL39,1013.35242124,OUT019
NCH55,2140.0395474,OUT035
DRJ35,1093.23996811,OUT049
FDS44,3946.19358191,OUT035
DRE01,3489.42677765,OUT018
FDY39,3001.92277126,OUT013
FDY32,2277.86341433,OUT018
FDR33,3239.88545614,OUT027
NCP50,1404.46864216,OUT049
FDZ47,1369.2171158,OUT018
FDU57,2554.0730265,OUT049
FDY44,3167.13327854,OUT013
DRH59,920.880696575,OUT018
FDB03,5261.13205021,OUT027
FDY46,2905.02655695,OUT045
FDM39,2744.20153235,OUT045
FDY36,1372.98435617,OUT035
NCM55,3038.93183557,OUT035
FDJ50,-1024.25201874,OUT010
DRL60,2421.00626818,OUT013
NCJ54,3748.14022557,OUT049
FDX59,688.639418663,OUT017
FDI07,3237.28723553,OUT013
DRF51,-1299.29848371,OUT010
FDM14,1883.35709776,OUT017
FDP21,2958.13019325,OUT045
FDE40,1222.06642876,OUT035
FDE05,2542.69904649,OUT035
FDM13,3573.51145121,OUT027
FDC34,3962.61437961,OUT027
NCI55,1679.77723273,OUT018
NCE43,2364.91370927,OUT018
FDW58,1466.20071074,OUT018
FDG60,3640.16147238,OUT045
FDV31,2901.08541577,OUT017
FDR47,3111.74248751,OUT013
FDM60,-1145.39313692,OUT019
NCF06,3782.42671631,OUT018
NCN26,3314.26484745,OUT027
FDQ59,1546.21988862,OUT049
FDF09,636.610451271,OUT046
NCS06,4263.66937726,OUT017
FDT44,1887.92020954,OUT046
FDI19,3970.85890285,OUT017
FDT22,1079.87931114,OUT017
NCF54,4136.1503726,OUT027
DRG25,2879.09735876,OUT045
FDB59,3248.72312914,OUT017
FDQ37,3178.21182849,OUT017
